status,sort,user_created,date_created,user_updated,date_updated,spreadsheet,date,index_zones
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,1/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":1.63,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":3.48,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":4.44,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":3.25,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":3.28,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,2/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":2.34,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":2.37,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":3.17,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":2.78,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":2.17,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,3/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":2.12,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":2.47,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":2.74,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":2.21,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.81,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,4/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":0.76,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":2.02,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":2.36,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.27,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.48,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,5/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":1.34,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":1.96,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":2.03,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.28,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.22,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,6/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":0.56,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":1.67,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":2.04,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.52,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.26,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,7/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":1.08,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":1.55,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":1.56,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.78,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.55,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,8/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":0.74,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":1.52,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":1.77,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.76,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.53,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,9/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":0.6,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":1.49,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":1.62,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.77,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.41,""dueDate"":""2021-05-31""}]"
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-03-18 17:00:00.158+00,,10/1/2019,"[{""designatedArea"":""Blackfeet Reservation"",""price"":1.68,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Berthold Reservation"",""price"":1.57,""dueDate"":""2021-05-31""},{""designatedArea"":""Fort Peck Reservation"",""price"":1.76,""dueDate"":""2021-05-31""},{""designatedArea"":""Navajo Allotted Leases in the Navajo Reservation"",""price"":1.54,""dueDate"":""2021-05-31""},{""designatedArea"":""Turtle Mountain Reservation"",""price"":1.52,""dueDate"":""2021-05-31""}]"
