status,sort,user_created,date_created,user_updated,date_updated,chapter,section,title,actual_page,toc_page,url
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.1.1.1,"Reporting Drip (Pipeline Condensate, Retrograde Condensate, Drip Condensate, Drip Liquid, Scrubber/Pipeline Drip)",68,4-9,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4-1,How to Report Royalty (Transaction Code 01) on Form ONRR-2014 (figure),69,4-10,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.1.2,"Transaction Code 10, Compensatory Royalty Payment",70,4-11,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.2,Estimated Royalty Payment,77,4-18,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.2.1,"Transaction Code 03, Estimated Royalty Payment",77,4-18,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.3,Minimum Royalty,80,4-22,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.3.1,"Transaction Code 02, Minimum Royalty Payment",80,4-22,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.3.2,"Transaction Code 52, Recoup Minimum Royalty Paid in Advance",84,4-25,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.4,Rentals,88,4-29,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.4.1,"Transaction Code 04, Rental Payment",88,4-29,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.4.2,"Transaction Code 05, Advance Rental Credit",91,4-32,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.4.3,"Transaction Code 25, Recoup Advance Rental Credit",94,4-35,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.5,Recoupment of Indian Overpayments,98,4-39,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.5.1,"Transaction Code 50, Indian Recoupable Balance",98,4-39,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.5.2,"Transaction Code 51, Indian Recoupment Taken",99,4-40,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6,Other Royalty Transactions,101,4-42,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6.1,"Transaction Code 31, Contract Settlement Payment",101,4-42,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6.2,"Transaction Code 37, Royalties Due in Lieu of Severance Tax",108,4-49,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6.3,"Transaction Code 38, Additional Royalties Due for 6a9 Leases",111,4-52,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6.4,"Transaction Code 39, Net Profit Share - Unprofitable",114,4-55,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6.5,"Transaction Code 40, Net Profit Share - Profitable",118,4-59,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.6.6,"Transaction Code 55, Offshore Deep Water Royalty Relief",122,4-63,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.7,Allowances,126,4-67,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.7.1,"Transaction Code 11, Transportation Allowance",126,4-67,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.7.2,"Transaction Code 15, Processing Allowance",130,4-71,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.7.3,"Transaction Code 42, Net Revenue Share Lease, Allotment for Operating Costs",134,4-75,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.8,Tax Credit,138,4-79,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.8.1,"Transaction Code 12, Tax Credit",138,4-79,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.9,Reimbursements,144,4-85,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.9.1,"Transaction Code 14, Tax Reimbursement Payment",144,4-85,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.9.2,"Transaction Code 53, Effluent Injection Reimbursement",149,4-89,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.9.3,"Transaction Code 54, Geothermal Field Operations Reimbursement",150,4-91,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.10,Fees,152,4-93,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.10.1,"Transaction Code 16, Well Fees",152,4-93,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.10.2,"Transaction Code 17, Gas Storage Agreement - Flat Fee",155,4-96,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.10.3,"Transaction Code 18, Gas Storage Agreement - Injection Fee",158,4-99,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.10.4,"Transaction Code 19, Gas Storage Agreement - Withdrawal Fee",161,4-102,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.11,Quality and/or Gravity Bank Adjustment,164,4-105,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.11.1,"Transaction Code 13, Quality and Gravity Adjustments",164,4-105,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.12,Reporting Interest (Federal Oil and Gas Only),168,4-109,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,4.12.1,"Transaction Code 21, Interest Amount Due ONRR",168,4-109,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,Chapter 5,,Chapter 5: Interest for Federal and Indian Oil and Gas Leases,170,5-1,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5.1,Interest Liability,170,5-1,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5.2,Avoiding Late Payment Interest,171,5-2,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5.3,Interest and Estimates,171,5-2,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5.4,Interest and Adjustment Reason Code 35 (ARC 35),173,5-4,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5.5,What Is the Running Balance Method (Federal Oil and Gas Only)?,173,5-4,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5.6,Calculating Interest,175,5-6,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5-1,Interest Invoice (figure),176,5-7,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5-2,Interest Schedule (figure),177,5-8,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5-3,Estimate Exception Bill Details (figure),178,5-9,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5-4,Late Payment Allocation (Payment Detail) (figure),179,5-10,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,5-5,Late Payment Allocation - Prebill (figure),180,5-11,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,Chapter 6,,"Chapter 6: Adjustments, Recoupments, and Refunds",181,6-1,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.1,Adjustments,181,6-1,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.1.1,General Reporting Principles for Adjustments.,182,6-2,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.1.2,Reporting Examples,183,6-3,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.2,Recoupments and Refunds,187,6-7,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.2.1,Recouping Overpayments,187,6-7,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.2.1.1,Recoupment Situations,187,6-7,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
published,,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-25 17:00:00.158+00,,6.2.1.2,How to Recoup Overpayments,187,6-7,/document/RRM-Printable.Minerals.Revenue.Handbook.pdf
