status,user_created,date_created,user_updated,date_updated,old_url,new_url
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/files/Scheduled_Courses.xlsx,/references/training
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08fwo.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08ipaa.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/IndianServices/pdfdocs/Brochure.pdf,/indian/assistance#tribal-assistance
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/IndianServices/pdfdocs/FAQ.pdf,/indian/assistance#indian-outreach
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08ipam.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08mbr.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/ogphb3.pdf,/references/handbooks
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/ONRR_AUP.pdf,/about
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08nma.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/files/2019_Oklahoma_Daily_Agenda.xlsx,/references/training
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08pmc.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08spc.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/about/pdfdocs/Fact Sheet_ONRR Highlights_July 2016.pdf,/about
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08soi.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/pubcomm/PDFDocs/AC08/AC08tcc.pdf,/references/rulemakings/ac08
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/4110s1.pdf,/document/4110.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/4110s1a.pdf,/document/4110.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/4110ss1a.pdf,/document/4110.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/PDFDocs/DearReporterTraining_3-11.pdf,/references/reporter-letters
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/4110s1b.pdf,/document/4110.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/pdfdocs/2019_Denver/Payor_Training_Basic 2014.pdf,/references/training#training-videos#form-2014-videos
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31600/chev.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31600/conoco.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/files/2019_Oklahoma_Suggested_Classes.pdf,/references/training
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31600/copas.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31600/exxon.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31600/shell.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31600/texaco.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/copas.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/apache.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/chev.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/conoco.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/exxon.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/files/Sep2012AgreeTraining-Houston.pdf,/references/training
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/mara.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/pdfdocs/2019_Denver/ERRORS_2014_and_OGOR_Reporting.pdf,/references/training
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/shell.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/infocoll/PDFDocs/31598/tex.pdf,/references/icrs?tabs=discontinued
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/About/PDFDocs/ChrisCareyPASO2015FieldFuel.pdf,/about/engagement#presentations
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/IndianServices/pdfdocs/2019-Distribution-Memo.pdf,/indian/assistance#tribal-assistance
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/Handbooks/PDFDocs/20150215.pdf,/reporter-letters/20150515.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/pdfdocs/2019_Denver/Disposition_Codes.pdf,/document/MPRH-Appendix-I.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/pdfdocs/2019_Denver/Missing_Production_RPTs.pdf,/references/training
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/OK_Report_Training/ProductionDispositionCodes.pdf,/document/MPRH-Appendix-I.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/reportpay/pdfdocs/MPRH-Chapter-3.pdf,/document/MPRH-Chapter-3.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/reportpay/pdfdocs/SMRH_Chapter_1.pdf,/document/SMRH_Chapter_1.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/pdfdocs/SMRH_Chapter_2.pdf,/document/SMRH_Chapter_2.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/Handbooks/pdfdocs/SMRH_Chapter_10.pdf,/document/SMRH_Chapter_2.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/reportpay/Handbooks/pdfdocs/SMRH_Appendix_G.pdf,/document/SMRH_Chapter_4.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/reportpay/pdfdocs/SMRH_Table_of_Contents.pdf,/references/handbooks/solid-minerals-reporter-handbook?tabs=table-of-contents
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/Handbooks/pdfdocs/MRRH-Chapter-1.pdf,/document/RRM-Chapter.1.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/Handbooks/pdfdocs/MRRH-Chapter-2.pdf,/document/RRM-Chapter.2.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/Handbooks/pdfdocs/MRRH-Chapter-4.pdf,/document/RRM-Chapter.4.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/Handbooks/revenue-handbook/pdfs/2014-codes.pdf,/document/Codes_for_2014.pdf
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PDFDocs/FCIL.pdf,/document/FCIL.xlsx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/Houston Reporter Training/DataWarehouse.pdf,/document/Industry.WebCenter.Portal.User.Guide.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Valuation/PDFDocs/NewIndianOil_ReporterTraining_June182015.pdf,"/references/training?tabs=training-videos,indian-oil-rule&panel=filing-a-2014-report"
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/Laws_R_D/IONR/PDFDocs/Barder-IndianOilRule.pdf,"/references/training?tabs=training-videos,indian-oil-rule&panel=filing-a-2014-report"
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/Houston Reporter Training/AdjustmentsandRecoupments-Federal.pdf,/document/2014.Federal.Adjustments.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/OK_Report_Training/2014_AdjustmentsandRecoupments-Federal.pdf,/document/2014.Federal.Adjustments.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/pdfdocs/2019_Denver/Indian_Adjustments_09_07_17.pdf,/document/2014.Indian.Adjustments.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/OK_Report_Training/2014_AdjustmentsandRecoupment-Indian.pdf,/document/2014.Indian.Adjustments.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/Houston Reporter Training/AdjustmentsandRecoupments-Indian.pdf,/document/2014.Indian.Adjustments.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/Houston Reporter Training/2014Reporting.pdf,/document/2014.Reporting.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/PowerPoints/ORPS_FM_All_Hands.pptx,/document/2014.Reporting.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/OK_Report_Training/2014Reporting.pdf,/document/2014.Reporting.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/pdfdocs/2019_Denver/AR_FED_Basic_Jessica.pdf,/document/Accounts.Receivable.FED.Basic.pptx
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/OK_Report_Training/ComplianceMgmtOverview.pdf,/compliance-enforcement
published,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,137c91ed-c21a-419f-ba99-80c7d2fd5c7e,2022-04-10 17:00:00.100+00,/ReportPay/training/TrainingFiles/Houston Reporter Training/AccountsReceivable.pdf,/document/Accounts.Receivable.FED.Basic.pptx
