legacy_id,name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,sort,creation_date,last_update_date
"88344","New Mexico, Rio Arriba","35039","NM","New Mexico","Rio Arriba","Mixed Exploratory","Onshore","Federal onshore","County","County","","NM2Ri","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88370","New Mexico, Lea","35025","NM","New Mexico","Lea","Mixed Exploratory","Onshore","Federal onshore","County","County","","NM2Le","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88379","New Mexico, Chaves","35005","NM","New Mexico","Chaves","Mixed Exploratory","Onshore","Federal onshore","County","County","","NM2Ch","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88143","North Dakota, Bowman","38011","ND","North Dakota","Bowman","Mixed Exploratory","Onshore","Federal onshore","County","County","","ND2Bo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88260","Oklahoma, Major","40093","OK","Oklahoma","Major","Mixed Exploratory","Onshore","Federal onshore","County","County","","OK2Ma","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88162","Texas, Shelby","48419","TX","Texas","Shelby","Mixed Exploratory","Onshore","Federal onshore","County","County","","TX2Sh","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88135","Utah, Grand","49019","UT","Utah","Grand","Mixed Exploratory","Onshore","Federal onshore","County","County","","UT2Gr","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88194","Utah, Emery","49015","UT","Utah","Emery","Mixed Exploratory","Onshore","Federal onshore","County","County","","UT2Em","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88288","California, San Luis Obispo","06079","CA","California","San Luis Obispo","Mixed Exploratory","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88166","Colorado, Moffat","08081","CO","Colorado","Moffat","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Mo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88185","Colorado, Routt","08107","CO","Colorado","Routt","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Ro","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88196","Colorado, Las Animas","08071","CO","Colorado","Las Animas","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2La","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88200","Colorado, Archuleta","08007","CO","Colorado","Archuleta","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Ar","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88218","Colorado, Delta","08029","CO","Colorado","Delta","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2De","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88292","Colorado, Garfield","08045","CO","Colorado","Garfield","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Ga","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88333","Colorado, Weld","08123","CO","Colorado","Weld","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2We","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88475","Colorado, San Miguel","08113","CO","Colorado","San Miguel","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88515","Colorado, Rio Blanco","08103","CO","Colorado","Rio Blanco","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Ri","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88538","Colorado, La Plata","08067","CO","Colorado","La Plata","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2La","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89089","Louisiana, St. John the Baptist","22095","LA","Louisiana","St. John the Baptist","Federal","Offshore","Federal offshore","County","County","","LA2St","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89090","Louisiana, St. Martin","22099","LA","Louisiana","St. Martin","Federal","Offshore","Federal offshore","County","County","","LA2St","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89091","Louisiana, St. Mary","22101","LA","Louisiana","St. Mary","Federal","Offshore","Federal offshore","County","County","","LA2St","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89092","Louisiana, St. Tammany","22103","LA","Louisiana","St. Tammany","Federal","Offshore","Federal offshore","County","County","","LA2St","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89093","Louisiana, Tangipahoa","22105","LA","Louisiana","Tangipahoa","Federal","Offshore","Federal offshore","County","County","","LA2Ta","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89094","Louisiana, Terrebonne","22109","LA","Louisiana","Terrebonne","Federal","Offshore","Federal offshore","County","County","","LA2Te","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89095","Louisiana, Vermilion","22113","LA","Louisiana","Vermilion","Federal","Offshore","Federal offshore","County","County","","LA2Ve","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89099","Mississippi, Harrison","28047","MS","Mississippi","Harrison","Federal","Offshore","Federal offshore","County","County","","MS2Ha","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89100","Mississippi, Jackson","28059","MS","Mississippi","Jackson","Federal","Offshore","Federal offshore","County","County","","MS2Ja","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87509","Illinois, Jefferson","17081","IL","Illinois","Jefferson","Federal","Onshore","Federal onshore","County","County","","IL2Je","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87510","Illinois, Union","17181","IL","Illinois","Union","Federal","Onshore","Federal onshore","County","County","","IL2Un","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87715","Montana, Granite","30039","MT","Montana","Granite","Federal","Onshore","Federal onshore","County","County","","MT2Gr","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89103","Texas, Aransas","48007","TX","Texas","Aransas","Federal","Offshore","Federal offshore","County","County","","TX2Ar","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89104","Texas, Brazoria","48039","TX","Texas","Brazoria","Federal","Offshore","Federal offshore","County","County","","TX2Br","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89105","Texas, Calhoun","48057","TX","Texas","Calhoun","Federal","Offshore","Federal offshore","County","County","","TX2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87716","Montana, Hill","30041","MT","Montana","Hill","Federal","Onshore","Federal onshore","County","County","","MT2Hi","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87717","Montana, Lew And Clar","30049","MT","Montana","Lew And Clar","Federal","Onshore","Federal onshore","County","County","","MT2Le","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87718","Montana, Liberty","30051","MT","Montana","Liberty","Federal","Onshore","Federal onshore","County","County","","MT2Li","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87930","South Dakota, Stanley","46117","SD","South Dakota","Stanley","Federal","Onshore","Federal onshore","County","County","","SD2St","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87931","Tennessee, Scott","47151","TN","Tennessee","Scott","Federal","Onshore","Federal onshore","County","County","","TN2Sc","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87932","Texas, Angelina","48005","TX","Texas","Angelina","Federal","Onshore","Federal onshore","County","County","","TX2An","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87933","Texas, Armstrong","48011","TX","Texas","Armstrong","Federal","Onshore","Federal onshore","County","County","","TX2Ar","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87934","Texas, Bastrop","48021","TX","Texas","Bastrop","Federal","Onshore","Federal onshore","County","County","","TX2Ba","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87935","Texas, Bee","48025","TX","Texas","Bee","Federal","Onshore","Federal onshore","County","County","","TX2Be","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87936","Texas, Bosque","48035","TX","Texas","Bosque","Federal","Onshore","Federal onshore","County","County","","TX2Bo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87937","Texas, Bowie","48037","TX","Texas","Bowie","Federal","Onshore","Federal onshore","County","County","","TX2Bo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87938","Texas, Brazoria","48039","TX","Texas","Brazoria","Federal","Onshore","Federal onshore","County","County","","TX2Br","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87358","Alabama, Tuscaloosa","01125","AL","Alabama","Tuscaloosa","Federal","Onshore","Federal onshore","County","County","","AL2Tu","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87370","Arkansas, Lafayette","05073","AR","Arkansas","Lafayette","Federal","Onshore","Federal onshore","County","County","","AR2La","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87366","Arkansas, Fulton","05049","AR","Arkansas","Fulton","Federal","Onshore","Federal onshore","County","County","","AR2Fu","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89336","Tennessee","TN","TN","Tennessee","","Federal","Onshore","Federal onshore","State","State","","TN1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89187","Virginia","VA","VA","Virginia","","Federal","Onshore","Federal onshore","State","State","","VA1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89101","Rhode Island","RI","RI","Rhode Island","","Federal","Offshore","Federal offshore","State","State","","RI1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89102","Texas","TX","TX","Texas","","Federal","Offshore","Federal offshore","State","State","","TX1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89075","California","CA","CA","California","","Federal","Offshore","Federal offshore","State","State","","CA1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89261","Florida","FL","FL","Florida","","Federal","Offshore","Federal offshore","State","State","","FL1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89123","Alabama","AL","AL","Alabama","","Federal","Onshore","Federal onshore","State","State","","AL1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89122","Alaska","AK","AK","Alaska","","Federal","Onshore","Federal onshore","State","State","","AK1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89125","Arizona","AZ","AZ","Arizona","","Federal","Onshore","Federal onshore","State","State","","AZ1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89124","Arkansas","AR","AR","Arkansas","","Federal","Onshore","Federal onshore","State","State","","AR1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89126","California","CA","CA","California","","Federal","Onshore","Federal onshore","State","State","","CA1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89138","Florida","FL","FL","Florida","","Federal","Onshore","Federal onshore","State","State","","FL1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89139","Idaho","ID","ID","Idaho","","Federal","Onshore","Federal onshore","State","State","","ID1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89144","Illinois","IL","IL","Illinois","","Federal","Onshore","Federal onshore","State","State","","IL1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89145","Indiana","IN","IN","Indiana","","Federal","Onshore","Federal onshore","State","State","","IN1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89146","Kansas","KS","KS","Kansas","","Federal","Onshore","Federal onshore","State","State","","KS1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89147","Kentucky","KY","KY","Kentucky","","Federal","Onshore","Federal onshore","State","State","","KY1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89148","Louisiana","LA","LA","Louisiana","","Federal","Onshore","Federal onshore","State","State","","LA1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89188","Washington","WA","WA","Washington","","Federal","Onshore","Federal onshore","State","State","","WA1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89191","West Virginia","WV","WV","West Virginia","","Federal","Onshore","Federal onshore","State","State","","WV1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89190","Wisconsin","WI","WI","Wisconsin","","Federal","Onshore","Federal onshore","State","State","","WI1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89192","Wyoming","WY","WY","Wyoming","","Federal","Onshore","Federal onshore","State","State","","WY1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89135","Colorado","CO","CO","Colorado","","Federal","Onshore","Federal onshore","State","State","","CO1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89152","Mississippi","MS","MS","Mississippi","","Federal","Onshore","Federal onshore","State","State","","MS1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89180","South Dakota","SD","SD","South Dakota","","Federal","Onshore","Federal onshore","State","State","","SD1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89181","Texas","TX","TX","Texas","","Federal","Onshore","Federal onshore","State","State","","TX1","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87505","Illinois, Clinton","17027","IL","Illinois","Clinton","Federal","Onshore","Federal onshore","County","County","","IL2Cl","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87506","Illinois, Fayette","17051","IL","Illinois","Fayette","Federal","Onshore","Federal onshore","County","County","","IL2Fa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87507","Illinois, Franklin","17055","IL","Illinois","Franklin","Federal","Onshore","Federal onshore","County","County","","IL2Fr","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87508","Illinois, Hardin","17069","IL","Illinois","Hardin","Federal","Onshore","Federal onshore","County","County","","IL2Ha","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87568","Louisiana, Avoyelles","22009","LA","Louisiana","Avoyelles","Federal","Onshore","Federal onshore","County","County","","LA2Av","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87569","Louisiana, Beauregard","22011","LA","Louisiana","Beauregard","Federal","Onshore","Federal onshore","County","County","","LA2Be","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87570","Louisiana, Bienville","22013","LA","Louisiana","Bienville","Federal","Onshore","Federal onshore","County","County","","LA2Bi","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87571","Louisiana, Bossier","22015","LA","Louisiana","Bossier","Federal","Onshore","Federal onshore","County","County","","LA2Bo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87572","Louisiana, Caddo","22017","LA","Louisiana","Caddo","Federal","Onshore","Federal onshore","County","County","","LA2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87573","Louisiana, Calcasieu","22019","LA","Louisiana","Calcasieu","Federal","Onshore","Federal onshore","County","County","","LA2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87574","Louisiana, Caldwell","22021","LA","Louisiana","Caldwell","Federal","Onshore","Federal onshore","County","County","","LA2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87575","Louisiana, Cameron","22023","LA","Louisiana","Cameron","Federal","Onshore","Federal onshore","County","County","","LA2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87576","Louisiana, Catahoula","22025","LA","Louisiana","Catahoula","Federal","Onshore","Federal onshore","County","County","","LA2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87577","Louisiana, Claiborne","22027","LA","Louisiana","Claiborne","Federal","Onshore","Federal onshore","County","County","","LA2Cl","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88136","Colorado, Jackson","08057","CO","Colorado","Jackson","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Ja","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88149","Colorado, Mesa","08077","CO","Colorado","Mesa","Mixed Exploratory","Onshore","Federal onshore","County","County","","CO2Me","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89106","Texas, Cameron","48061","TX","Texas","Cameron","Federal","Offshore","Federal offshore","County","County","","TX2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89107","Texas, Chambers","48071","TX","Texas","Chambers","Federal","Offshore","Federal offshore","County","County","","TX2Ch","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89108","Texas, Galveston","48167","TX","Texas","Galveston","Federal","Offshore","Federal offshore","County","County","","TX2Ga","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89109","Texas, Harris","48201","TX","Texas","Harris","Federal","Offshore","Federal offshore","County","County","","TX2Ha","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89110","Texas, Jackson","48239","TX","Texas","Jackson","Federal","Offshore","Federal offshore","County","County","","TX2Ja","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89111","Texas, Jefferson","48245","TX","Texas","Jefferson","Federal","Offshore","Federal offshore","County","County","","TX2Je","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89112","Texas, Kenedy","48261","TX","Texas","Kenedy","Federal","Offshore","Federal offshore","County","County","","TX2Ke","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89113","Texas, Kleberg","48273","TX","Texas","Kleberg","Federal","Offshore","Federal offshore","County","County","","TX2Kl","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89114","Texas, Matagorda","48321","TX","Texas","Matagorda","Federal","Offshore","Federal offshore","County","County","","TX2Ma","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89115","Texas, Nueces","48355","TX","Texas","Nueces","Federal","Offshore","Federal offshore","County","County","","TX2Nu","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89116","Texas, Orange","48361","TX","Texas","Orange","Federal","Offshore","Federal offshore","County","County","","TX2Or","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89117","Texas, Refugio","48391","TX","Texas","Refugio","Federal","Offshore","Federal offshore","County","County","","TX2Re","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89118","Texas, San Patricio","48409","TX","Texas","San Patricio","Federal","Offshore","Federal offshore","County","County","","TX2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89119","Texas, Victoria","48469","TX","Texas","Victoria","Federal","Offshore","Federal offshore","County","County","","TX2Vi","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"89120","Texas, Willacy","48489","TX","Texas","Willacy","Federal","Offshore","Federal offshore","County","County","","TX2Wi","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88190","Wyoming, Campbell","56005","WY","Wyoming","Campbell","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88290","Wyoming, Carbon","56007","WY","Wyoming","Carbon","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Ca","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88353","Wyoming, Lincoln","56023","WY","Wyoming","Lincoln","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Li","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88409","Wyoming, Niobrara","56027","WY","Wyoming","Niobrara","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Ni","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88415","Wyoming, Sweetwater","56037","WY","Wyoming","Sweetwater","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Sw","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88447","Wyoming, Crook","56011","WY","Wyoming","Crook","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Cr","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88470","Wyoming, Sheridan","56033","WY","Wyoming","Sheridan","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Sh","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88527","Wyoming, Park","56029","WY","Wyoming","Park","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Pa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88537","Wyoming, Natrona","56025","WY","Wyoming","Natrona","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Na","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"88561","Wyoming, Sublette","56035","WY","Wyoming","Sublette","Mixed Exploratory","Onshore","Federal onshore","County","County","","WY2Su","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87367","Arkansas, Garland","05051","AR","Arkansas","Garland","Federal","Onshore","Federal onshore","County","County","","AR2Ga","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87368","Arkansas, Jackson","05067","AR","Arkansas","Jackson","Federal","Onshore","Federal onshore","County","County","","AR2Ja","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87369","Arkansas, Johnson","05071","AR","Arkansas","Johnson","Federal","Onshore","Federal onshore","County","County","","AR2Jo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87397","California, Colusa","06011","CA","California","Colusa","Federal","Onshore","Federal onshore","County","County","","CA2Co","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87398","California, Contra Costa","06013","CA","California","Contra Costa","Federal","Onshore","Federal onshore","County","County","","CA2Co","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87399","California, Fresno","06019","CA","California","Fresno","Federal","Onshore","Federal onshore","County","County","","CA2Fr","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87400","California, Glenn","06021","CA","California","Glenn","Federal","Onshore","Federal onshore","County","County","","CA2Gl","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87401","California, Imperial","06025","CA","California","Imperial","Federal","Onshore","Federal onshore","County","County","","CA2Im","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87402","California, Inyo","06027","CA","California","Inyo","Federal","Onshore","Federal onshore","County","County","","CA2In","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87403","California, Kern","06029","CA","California","Kern","Federal","Onshore","Federal onshore","County","County","","CA2Ke","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87404","California, Kings","06031","CA","California","Kings","Federal","Onshore","Federal onshore","County","County","","CA2Ki","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87405","California, Lake","06033","CA","California","Lake","Federal","Onshore","Federal onshore","County","County","","CA2La","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87406","California, Lassen","06035","CA","California","Lassen","Federal","Onshore","Federal onshore","County","County","","CA2La","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87407","California, Los Angeles","06037","CA","California","Los Angeles","Federal","Onshore","Federal onshore","County","County","","CA2Lo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87408","California, Mendocino","06045","CA","California","Mendocino","Federal","Onshore","Federal onshore","County","County","","CA2Me","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87409","California, Merced","06047","CA","California","Merced","Federal","Onshore","Federal onshore","County","County","","CA2Me","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87410","California, Mono","06051","CA","California","Mono","Federal","Onshore","Federal onshore","County","County","","CA2Mo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87411","California, Monterey","06053","CA","California","Monterey","Federal","Onshore","Federal onshore","County","County","","CA2Mo","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87412","California, Riverside","06065","CA","California","Riverside","Federal","Onshore","Federal onshore","County","County","","CA2Ri","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87413","California, Sacramento","06067","CA","California","Sacramento","Federal","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87414","California, San Benito","06069","CA","California","San Benito","Federal","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87415","California, San Bernardino","06071","CA","California","San Bernardino","Federal","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87416","California, San Diego","06073","CA","California","San Diego","Federal","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87417","California, San Joaquin","06077","CA","California","San Joaquin","Federal","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87723","Montana, Mineral","30061","MT","Montana","Mineral","Federal","Onshore","Federal onshore","County","County","","MT2Mi","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
"87418","California, San Luis Obispo","06079","CA","California","San Luis Obispo","Federal","Onshore","Federal onshore","County","County","","CA2Sa","2025-02-19T18:29:36.469322+00:00","2025-02-19T18:29:36.469322+00:00"
