legacy_id,creation_date,last_update_date,name,sort,mineral_lease_type,product
"15407","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sodium sesquicarbonate","Sodiu","","Sodium sesquicarbonate (ton)"
"15408","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sand/gravel","Sand/","","Sand/gravel (ton)"
"15409","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gold","Gold ","","Gold (ton)"
"15410","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Clay","Clay ","","Clay (ton)"
"15411","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Potassium sulphate-standard","Potas","","Potassium sulphate-standard (ton)"
"15413","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sylvite-raw ore","Sylvi","","Sylvite-raw ore (ton)"
"15414","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Coal waste","5","","Coal waste (sub-econ) (ton)"
"15415","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Brine barrels","Brine","","Brine barrels (bbl)"
"15416","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Purge liquor","Purge","","Purge liquor (ton)"
"15417","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Potash","Potas","","Potash (ton)"
"15418","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Calcium chloride","Calci","","Calcium chloride (lb)"
"15419","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gold placer","Gold ","","Gold placer (oz)"
"15420","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Geothermal - sulfur","Geoth","","Geothermal - sulfur (lton)"
"15421","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Boric acid","Boric","","Boric acid (ton)"
"15422","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Coal","5","","Coal (ton)"
"15423","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Coal-bituminous-raw","5","","Coal-bituminous-raw (ton)"
"15424","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Salt","Salt ","","Salt (ton)"
"15425","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sodium decahydrate","Sodiu","","Sodium decahydrate (ton)"
"15426","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Mine water","Mine ","","Mine water (ton)"
"15427","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Borax-pentahydrate","Borax","","Borax-pentahydrate (ton)"
"15429","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gold ore","Gold ","","Gold ore (ton)"
"15430","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Leonardite","Leona","","Leonardite (ton)"
"15431","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Wavellite","Wavel","","Wavellite (spcmn)"
"15432","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Manure salts","Manur","","Manure salts (ton)"
"15433","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gilsonite","Gilso","","Gilsonite (ton)"
"15434","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Muriate of potash-granular","Muria","","Muriate of potash-granular (ton)"
"15435","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Soda ash","Soda ","","Soda ash (ton)"
"15436","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sand/gravel","Sand/","","Sand/gravel (cubic yards)"
"15437","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gypsum","Gypsu","","Gypsum (ton)"
"15438","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Molybdenum concentrate","Molyb","","Molybdenum concentrate (ton)"
"15439","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Carbon dioxide","Carbo","","Carbon dioxide (ton)"
"15441","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Muriate of potash-standard","Muria","","Muriate of potash-standard (ton)"
"15442","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Copper concentrate","Coppe","","Copper concentrate (ton)"
"15443","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Borax-anhydrous","Borax","","Borax-anhydrous (ton)"
"15444","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Zinc concentrate","Zinc ","","Zinc concentrate (ton)"
"15445","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Lead concentrate","Lead ","","Lead concentrate (ton)"
"15446","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Trona ore","Trona","","Trona ore (ton)"
"15447","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sodium bi-carbonate","Sodiu","","Sodium bi-carbonate (ton)"
"15449","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Cinders","Cinde","","Cinders (ton)"
"15450","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Silver","Silve","","Silver (oz)"
"15451","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sodium bisulfite","Sodiu","","Sodium bisulfite (ton)"
"15452","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Borax-decahydrate","Borax","","Borax-decahydrate (ton)"
"15453","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Quartz crystal","Quart","","Quartz crystal (lb)"
"15454","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Borrow sand & gravel","Borro","","Borrow sand & gravel (ton)"
"15455","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Phosphate raw ore","Phosp","","Phosphate raw ore (ton)"
"15457","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Anhydrous sodium sulfate","Anhyd","","Anhydrous sodium sulfate (ton)"
"15458","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Copper","Coppe","","Copper (lb)"
"15459","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Langbeinite","Langb","","Langbeinite (ton)"
"15460","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Coal-fines circuit","5","","Coal-fines circuit (ton)"
"15461","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Limestone","Limes","","Limestone (ton)"
"15524","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Lead/zinc","Lead/","","Lead/zinc"
"15525","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Clay","Clay","","Clay"
"15526","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Wind","Wind","","Wind"
"15527","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gold","Gold","","Gold"
"15528","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Copper","Coppe","","Copper"
"15530","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Potassium","Potas","","Potassium"
"15531","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gilsonite","Gilso","","Gilsonite"
"15532","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Hardrock","Hardr","","Hardrock"
"15533","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sodium","Sodiu","","Sodium"
"15534","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Asphalt","Aspha","","Asphalt"
"15535","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Phosphate","Phosp","","Phosphate"
"15536","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gemstones","Gemst","","Gemstones"
"15537","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Quartz","Quart","","Quartz"
"15538","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Geothermal","Geoth","","Geothermal"
"15539","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Silica sand","Silic","","Silica sand"
"15540","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Hot springs","Hot s","","Hot springs"
"15541","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sand & gravel","Sand ","","Sand & gravel"
"15542","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Sulfur","Sulfu","","Sulfur"
"15544","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Coal","5","","Coal"
"15545","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Geothemal","Geoth","","Geothemal"
"15546","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Limestone","Limes","","Limestone"
"15547","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Gas","2","","Gas"
"15548","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Mining-unspecified","Minin","","Mining-unspecified"
"15549","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Oil","1","","Oil"
"15550","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Tar sands","Tar s","","Tar sands"
"15315","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Oil shale","1.1","Oil Shale",""
"15543","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Oil shale","1.1","","Oil shale"
"15310","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Oil & gas (pre-production)","1.2","Oil & Gas",""
"15311","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Oil & gas (pre-production)","1.2","Oil & Gas","Sulfur"
"15529","2025-02-19T18:29:32.442515+00:00","2025-02-19T18:29:32.442515+00:00","Oil & gas (pre-production)","1.2","","Oil & gas (pre-production)"
"16562","2025-05-13T18:53:24.383929+00:00","2025-05-13T18:53:24.383929+00:00","Geothermal - direct use - millions of pounds","Geoth","","Geothermal - direct use - millions of pounds (mlb)"
"15428","2025-02-19T18:29:32.442515+00:00","2025-05-13T19:16:24.504975+00:00","Geothermal - direct use - millions of gallons","Geoth","","Geothermal - direct use - millions of gallons (mgal)"
"15456","2025-02-19T18:29:32.442515+00:00","2025-05-13T19:16:35.195198+00:00","Geothermal - electrical generation - other","Geoth","","Geothermal - electrical generation - other (mmbtu)"
"15440","2025-02-19T18:29:32.442515+00:00","2025-05-13T19:16:44.191437+00:00","Geothermal - electrical generation - thousands of pounds","Geoth","","Geothermal - electrical generation - thousands of pounds (klb)"
"15448","2025-02-19T18:29:32.442515+00:00","2025-05-14T12:53:17.686573+00:00","Geothermal - direct use - hundreds of gallons","Geoth","","Geothermal - direct use - hundreds of gallons (cgal)"
