legacy_commodity_id,duplicate_no,legacy_fund_id,legacy_location_id,legacy_period_id,amount,unit,unit_abbr
15206,1,2641,87819,25916,-74.66,"dollars","$"
15538,1,2601,87819,25916,107.91,"dollars","$"
15538,1,2635,87819,25916,990,"dollars","$"
15206,1,2641,87819,25917,-8.01,"dollars","$"
15538,1,2601,87819,25917,117.8,"dollars","$"
15206,1,2641,87819,25918,-124.39,"dollars","$"
15538,1,2601,87819,25918,92.73,"dollars","$"
15538,1,2635,87819,25918,1736.5,"dollars","$"
15206,1,2641,87819,25919,-138.54,"dollars","$"
15538,1,2601,87819,25919,82.1,"dollars","$"
15538,1,2628,87819,25919,930,"dollars","$"
15538,1,2635,87819,25919,1025.25,"dollars","$"
15206,1,2601,87819,25920,-751.08,"dollars","$"
15538,1,2601,87819,25920,96.26,"dollars","$"
15538,1,2635,87819,25920,10949,"dollars","$"
15206,1,2601,87819,25921,-195.96,"dollars","$"
15538,1,2601,87819,25921,95.56,"dollars","$"
15538,1,2635,87819,25921,2786.25,"dollars","$"
15206,1,2641,87819,25922,-479.16,"dollars","$"
15538,1,2601,87819,25922,90.49,"dollars","$"
15538,1,2635,87819,25922,6955.98,"dollars","$"
15206,1,2641,87819,25923,-267.25,"dollars","$"
15538,1,2601,87819,25923,68.31,"dollars","$"
15538,1,2628,87819,25923,1434,"dollars","$"
15538,1,2635,87819,25923,2427.9,"dollars","$"
15206,1,2641,87819,25924,-404.9,"dollars","$"
15538,1,2601,87819,25924,58.71,"dollars","$"
15538,1,2635,87819,25924,5895.75,"dollars","$"
15206,1,2641,87819,25925,3037.01,"dollars","$"
15538,1,2601,87819,25925,56.59,"dollars","$"
15538,1,2628,87819,25925,930,"dollars","$"
15538,1,2635,87819,25925,590,"dollars","$"
15206,1,2641,87819,25926,-496.66,"dollars","$"
15538,1,2601,87819,25926,76.79,"dollars","$"
15538,1,2635,87819,25926,7121.25,"dollars","$"
15206,1,2641,87819,25927,-240.73,"dollars","$"
15538,1,2601,87819,25927,98.8,"dollars","$"
15538,1,2635,87819,25927,3390,"dollars","$"
15206,1,2641,87819,25928,-7.58,"dollars","$"
15538,1,2601,87819,25928,109.9,"dollars","$"
15206,1,2641,87819,25929,-321.13,"dollars","$"
15538,1,2601,87819,25929,123.1,"dollars","$"
15538,1,2635,87819,25929,4531,"dollars","$"
15206,1,2641,87819,25930,-178.53,"dollars","$"
15538,1,2601,87819,25930,128.07,"dollars","$"
15538,1,2635,87819,25930,2459.25,"dollars","$"
15206,1,2641,87819,25931,-7.44,"dollars","$"
15538,1,2601,87819,25931,107.76,"dollars","$"
15206,1,2641,87819,25932,-7.5,"dollars","$"
15538,1,2601,87819,25932,108.68,"dollars","$"
15206,1,2641,87819,25933,-62.49,"dollars","$"
15538,1,2601,87819,25933,105.16,"dollars","$"
15538,1,2635,87819,25933,813.75,"dollars","$"
15206,1,2641,87819,25934,-487.05,"dollars","$"
15538,1,2601,87819,25934,89.52,"dollars","$"
15538,1,2635,87819,25934,6955.98,"dollars","$"
15206,1,2641,87819,25935,-7.66,"dollars","$"
15538,1,2601,87819,25935,70.4,"dollars","$"
15538,1,2635,87819,25935,40.65,"dollars","$"
15206,1,2641,87819,25936,-410.76,"dollars","$"
15538,1,2601,87819,25936,57.35,"dollars","$"
15538,1,2635,87819,25936,5895.75,"dollars","$"
15206,1,2641,87819,25937,2170.98,"dollars","$"
15538,1,2601,87819,25937,55.01,"dollars","$"
15538,1,2635,87819,25937,2450,"dollars","$"
15206,1,2641,87819,25938,-633.3,"dollars","$"
15538,1,2601,87819,25938,74.15,"dollars","$"
15538,1,2635,87819,25938,9521.25,"dollars","$"
15206,1,2641,87819,25939,-284.88,"dollars","$"
15538,1,2601,87819,25939,91.64,"dollars","$"
15538,1,2628,87819,25939,1434,"dollars","$"
15538,1,2635,87819,25939,2790.75,"dollars","$"
15206,1,2641,87819,25940,-221.01,"dollars","$"
15538,1,2601,87819,25940,97.32,"dollars","$"
15538,1,2628,87819,25940,2261.25,"dollars","$"
15538,1,2635,87819,25940,990,"dollars","$"
15206,1,2641,87819,25941,-7.32,"dollars","$"
15538,1,2601,87819,25941,110.9,"dollars","$"
15206,1,2641,87819,25942,-6.57,"dollars","$"
15538,1,2601,87819,25942,99.56,"dollars","$"
15206,1,2641,87819,25943,-7.14,"dollars","$"
15538,1,2601,87819,25943,108.19,"dollars","$"
15206,1,2641,87819,25944,-7.2,"dollars","$"
15538,1,2601,87819,25944,109.12,"dollars","$"
15206,1,2641,87819,25945,-60.31,"dollars","$"
15538,1,2601,87819,25945,100.05,"dollars","$"
15538,1,2635,87819,25945,813.75,"dollars","$"
15206,1,2641,87819,25946,-518.59,"dollars","$"
15538,1,2601,87819,25946,91.42,"dollars","$"
15538,1,2635,87819,25946,7765.98,"dollars","$"
15206,1,2641,87819,25947,-4.67,"dollars","$"
15538,1,2601,87819,25947,70.75,"dollars","$"
15206,1,2641,87819,25948,-552.85,"dollars","$"
15538,1,2601,87819,25948,52.8,"dollars","$"
15538,1,2635,87819,25948,8323.65,"dollars","$"
15206,1,2641,87819,25949,2288.64,"dollars","$"
15538,1,2601,87819,25949,60.58,"dollars","$"
15538,1,2628,87819,25949,2261.25,"dollars","$"
15538,1,2635,87819,25949,590,"dollars","$"
15206,1,2641,87819,25950,-594.66,"dollars","$"
15538,1,2601,87819,25950,70,"dollars","$"
15538,1,2635,87819,25950,9521.25,"dollars","$"
15206,1,2641,87819,25951,-242.53,"dollars","$"
15538,1,2601,87819,25951,102.02,"dollars","$"
15538,1,2628,87819,25951,29.07,"dollars","$"
15538,1,2635,87819,25951,3780.75,"dollars","$"
15206,1,2641,87819,25952,-6.92,"dollars","$"
15538,1,2601,87819,25952,111.61,"dollars","$"
15206,1,2641,87819,25953,-7.67,"dollars","$"
15538,1,2601,87819,25953,123.78,"dollars","$"
15206,1,2641,87819,25954,-121.38,"dollars","$"
15538,1,2601,87819,25954,122.52,"dollars","$"
15538,1,2635,87819,25954,1835.25,"dollars","$"
15206,1,2641,87819,25955,-6.59,"dollars","$"
15538,1,2601,87819,25955,106.37,"dollars","$"
15206,1,2641,87819,25956,-6.83,"dollars","$"
15538,1,2601,87819,25956,110.24,"dollars","$"
15206,1,2641,87819,25957,-56.67,"dollars","$"
15538,1,2601,87819,25957,100.23,"dollars","$"
15538,1,2635,87819,25957,813.75,"dollars","$"
15206,1,2641,87819,25958,-153,"dollars","$"
15538,1,2601,87819,25958,80.47,"dollars","$"
15538,1,2635,87819,25958,2387.25,"dollars","$"
15206,1,2641,87819,25959,-470.24,"dollars","$"
15538,1,2601,87819,25959,73.09,"dollars","$"
15538,1,2628,87819,25959,8849.25,"dollars","$"
15538,1,2635,87819,25959,-1337.85,"dollars","$"
15206,1,2641,87819,25960,-65.68,"dollars","$"
15538,1,2601,87819,25960,59.33,"dollars","$"
15538,1,2635,87819,25960,1000,"dollars","$"
15206,1,2641,87819,25961,1565.19,"dollars","$"
15538,1,2601,87819,25961,61.24,"dollars","$"
15538,1,2635,87819,25961,5828.75,"dollars","$"
15206,1,2641,87819,25962,-1477.15,"dollars","$"
15538,1,2601,87819,25962,73.52,"dollars","$"
15538,1,2635,87819,25962,24962.86,"dollars","$"
15206,1,2641,87819,25963,-229.01,"dollars","$"
15538,1,2601,87819,25963,100.83,"dollars","$"
15538,1,2635,87819,25963,3780.75,"dollars","$"
15206,1,2641,87819,25964,-5.89,"dollars","$"
15538,1,2601,87819,25964,99.89,"dollars","$"
15206,1,2601,87819,25965,1912,"dollars","$"
15206,1,2641,87819,25965,-82.88,"dollars","$"
15538,1,2601,87819,25965,116.79,"dollars","$"
15538,1,2628,87819,25965,-1434,"dollars","$"
15538,1,2635,87819,25965,810,"dollars","$"
15206,1,2641,87819,25966,-67.3,"dollars","$"
15538,1,2601,87819,25966,115.39,"dollars","$"
15538,1,2635,87819,25966,1025.25,"dollars","$"
15206,1,2641,87819,25967,-6.12,"dollars","$"
15538,1,2601,87819,25967,103.69,"dollars","$"
15206,1,2641,87819,25968,-6.53,"dollars","$"
15538,1,2601,87819,25968,110.75,"dollars","$"
15206,1,2641,87819,25969,-53.48,"dollars","$"
15538,1,2601,87819,25969,92.77,"dollars","$"
15538,1,2635,87819,25969,813.75,"dollars","$"
15206,1,2641,87819,25970,-99.35,"dollars","$"
15538,1,2601,87819,25970,80.15,"dollars","$"
15538,1,2635,87819,25970,1603.75,"dollars","$"
15206,1,2641,87819,25971,-591.85,"dollars","$"
15538,1,2601,87819,25971,65.93,"dollars","$"
15538,1,2635,87819,25971,9965.4,"dollars","$"
15206,1,2641,87819,25972,-371.29,"dollars","$"
15538,1,2601,87819,25972,54.29,"dollars","$"
15538,1,2635,87819,25972,6238.75,"dollars","$"
15206,1,2641,87819,25973,2974.9,"dollars","$"
15538,1,2601,87819,25973,52.59,"dollars","$"
15538,1,2635,87819,25973,6323.86,"dollars","$"
15206,1,2641,87819,25974,-955.36,"dollars","$"
15538,1,2601,87819,25974,61.2,"dollars","$"
15538,1,2635,87819,25974,16699.5,"dollars","$"
15206,1,2641,87819,25975,-577.88,"dollars","$"
15538,1,2601,87819,25975,357.47,"dollars","$"
15538,1,2635,87819,25975,9780.75,"dollars","$"
15206,1,2641,87819,25976,-40.01,"dollars","$"
15538,1,2601,87819,25976,701.85,"dollars","$"
15206,1,2641,87819,25977,-96.62,"dollars","$"
15538,1,2601,87819,25977,885.05,"dollars","$"
15538,1,2635,87819,25977,810,"dollars","$"
15206,1,2641,87819,25978,-116.35,"dollars","$"
15538,1,2601,87819,25978,1016.06,"dollars","$"
15538,1,2635,87819,25978,1025.25,"dollars","$"
15206,1,2641,87819,25979,-98.43,"dollars","$"
15538,1,2601,87819,25979,1726.82,"dollars","$"
15206,1,2641,87819,25980,-55.09,"dollars","$"
15538,1,2601,87819,25980,942.79,"dollars","$"
15538,1,2628,87819,25980,23.69,"dollars","$"
15206,1,2641,87819,25981,-81.26,"dollars","$"
15538,1,2601,87819,25981,611.84,"dollars","$"
15538,1,2635,87819,25981,813.75,"dollars","$"
15206,1,2641,87819,25982,-332.7,"dollars","$"
15538,1,2601,87819,25982,352.17,"dollars","$"
15538,1,2635,87819,25982,5484.75,"dollars","$"
15206,1,2641,87819,25983,-571.1,"dollars","$"
15538,1,2601,87819,25983,53.91,"dollars","$"
15538,1,2635,87819,25983,9965.4,"dollars","$"
15206,1,2641,87819,25984,-358.25,"dollars","$"
15538,1,2601,87819,25984,46.33,"dollars","$"
15538,1,2635,87819,25984,6238.75,"dollars","$"
15206,1,2641,87819,25985,3609.72,"dollars","$"
15538,1,2601,87819,25985,55.5,"dollars","$"
15538,1,2635,87819,25985,590,"dollars","$"
15206,1,2641,87819,25986,-1285.35,"dollars","$"
15538,1,2601,87819,25986,189.85,"dollars","$"
15538,1,2635,87819,25986,22360.11,"dollars","$"
15206,1,2641,87819,25987,-324.63,"dollars","$"
15538,1,2601,87819,25987,690.65,"dollars","$"
15538,1,2635,87819,25987,5004.54,"dollars","$"
15206,1,2641,87819,25988,-12484.44,"dollars","$"
15538,1,2601,87819,25988,809.76,"dollars","$"
15538,1,2635,87819,25988,218215.49,"dollars","$"
15206,1,2641,87819,25989,-108.5,"dollars","$"
15538,1,2601,87819,25989,1093.59,"dollars","$"
15538,1,2635,87819,25989,810,"dollars","$"
15206,1,2641,87819,25990,-71.9,"dollars","$"
15538,1,2601,87819,25990,236.2,"dollars","$"
15538,1,2635,87819,25990,1025.25,"dollars","$"
15206,1,2641,87819,25991,-10.47,"dollars","$"
15538,1,2601,87819,25991,183.7,"dollars","$"
15206,1,2641,87819,25992,-304.51,"dollars","$"
15538,1,2601,87819,25992,5342.28,"dollars","$"
15206,1,2641,87819,25993,-53.5,"dollars","$"
15538,1,2601,87819,25993,91.91,"dollars","$"
15538,1,2628,87819,25993,32.86,"dollars","$"
15538,1,2635,87819,25993,813.75,"dollars","$"
15206,1,2641,87819,25994,-885.36,"dollars","$"
15538,1,2601,87819,25994,82.54,"dollars","$"
15538,1,2635,87819,25994,15450.15,"dollars","$"
15206,1,2641,87819,25995,-3.53,"dollars","$"
15538,1,2601,87819,25995,62.01,"dollars","$"
15206,1,2641,87819,25996,-358.21,"dollars","$"
15538,1,2601,87819,25996,45.67,"dollars","$"
15538,1,2635,87819,25996,6238.75,"dollars","$"
15206,1,2641,87819,25997,15802.3,"dollars","$"
15538,1,2601,87819,25997,50.97,"dollars","$"
15538,1,2635,87819,25997,2140,"dollars","$"
15206,1,2641,87819,25998,-1334.12,"dollars","$"
15538,1,2601,87819,25998,57.07,"dollars","$"
15538,1,2635,87819,25998,23348.63,"dollars","$"
15206,1,2641,87819,25999,-12807.13,"dollars","$"
15538,1,2601,87819,25999,78.89,"dollars","$"
15538,1,2635,87819,25999,224607.55,"dollars","$"
15206,1,2641,87819,26000,-12.01,"dollars","$"
15538,1,2601,87819,26000,210.7,"dollars","$"
15206,1,2641,87819,26001,-178.62,"dollars","$"
15538,1,2601,87819,26001,2323.68,"dollars","$"
15538,1,2635,87819,26001,810,"dollars","$"
15206,1,2641,87819,26002,-96.05,"dollars","$"
15538,1,2601,87819,26002,659.85,"dollars","$"
15538,1,2635,87819,26002,1025.25,"dollars","$"
15206,1,2641,87819,26003,-25.18,"dollars","$"
15538,1,2601,87819,26003,441.79,"dollars","$"
15206,1,2641,87819,26004,-409.39,"dollars","$"
15538,1,2601,87819,26004,7182.21,"dollars","$"
15206,1,2641,87819,26005,-58.71,"dollars","$"
15538,1,2601,87819,26005,984.21,"dollars","$"
15538,1,2628,87819,26005,45.78,"dollars","$"
15206,1,2601,87820,25913,3019.17,"dollars","$"
15538,1,2601,87820,25913,4753.16,"dollars","$"
15538,1,2635,87820,25913,160,"dollars","$"
15206,1,2601,87820,25914,-589.79,"dollars","$"
15538,1,2601,87820,25914,2432.82,"dollars","$"
15538,1,2635,87820,25914,6240.5,"dollars","$"
15206,1,2641,87820,25915,-318.77,"dollars","$"
15538,1,2601,87820,25915,2667.77,"dollars","$"
15538,1,2628,87820,25915,11610,"dollars","$"
15538,1,2635,87820,25915,-9590,"dollars","$"
15206,1,2641,87820,25916,-298.07,"dollars","$"
15538,1,2601,87820,25916,2783.61,"dollars","$"
15538,1,2635,87820,25916,1599.75,"dollars","$"
15206,1,2641,87820,25917,-213.58,"dollars","$"
15538,1,2601,87820,25917,3140.95,"dollars","$"
15206,1,2641,87820,25918,-482.07,"dollars","$"
15538,1,2601,87820,25918,6938.78,"dollars","$"
15538,1,2635,87820,25918,150.42,"dollars","$"
15206,1,2641,87820,25919,-430.32,"dollars","$"
15538,1,2601,87820,25919,6328.26,"dollars","$"
15206,1,2601,87820,25920,-561.74,"dollars","$"
15538,1,2601,87820,25920,6874.83,"dollars","$"
15538,1,2635,87820,25920,1386,"dollars","$"
15206,1,2601,87820,25921,-453.97,"dollars","$"
15538,1,2601,87820,25921,6676.09,"dollars","$"
15206,1,2641,87820,25922,-449.29,"dollars","$"
15538,1,2601,87820,25922,6607.19,"dollars","$"
15206,1,2641,87820,25923,-440.25,"dollars","$"
15538,1,2601,87820,25923,6474.29,"dollars","$"
15206,1,2641,87820,25924,-117.29,"dollars","$"
15538,1,2601,87820,25924,1724.8,"dollars","$"
15206,1,2641,87820,25925,3896.14,"dollars","$"
15538,1,2601,87820,25925,11494.13,"dollars","$"
15206,1,2641,87820,25926,-571.32,"dollars","$"
15538,1,2601,87820,25926,6149.46,"dollars","$"
15538,1,2635,87820,25926,2130.5,"dollars","$"
15206,1,2641,87820,25927,-353.69,"dollars","$"
15538,1,2601,87820,25927,5125.95,"dollars","$"
15206,1,2641,87820,25928,-488.86,"dollars","$"
15538,1,2601,87820,25928,5485.22,"dollars","$"
15538,1,2635,87820,25928,1599.75,"dollars","$"
15206,1,2641,87820,25929,-757.28,"dollars","$"
15538,1,2601,87820,25929,5657,"dollars","$"
15538,1,2635,87820,25929,5318,"dollars","$"
15206,1,2641,87820,25930,-428.89,"dollars","$"
15538,1,2601,87820,25930,5463.66,"dollars","$"
15538,1,2635,87820,25930,752.14,"dollars","$"
15206,1,2641,87820,25931,-195.56,"dollars","$"
15538,1,2601,87820,25931,2674.16,"dollars","$"
15538,1,2635,87820,25931,160,"dollars","$"
15206,1,2641,87820,25932,-574.24,"dollars","$"
15538,1,2601,87820,25932,2826.26,"dollars","$"
15538,1,2635,87820,25932,5496,"dollars","$"
15206,1,2641,87820,25933,-180.03,"dollars","$"
15538,1,2601,87820,25933,2647.43,"dollars","$"
15206,1,2641,87820,25934,-196.62,"dollars","$"
15538,1,2601,87820,25934,2811.24,"dollars","$"
15206,1,2641,87820,25935,-261.25,"dollars","$"
15538,1,2601,87820,25935,3786.2,"dollars","$"
15206,1,2641,87820,25936,-233.03,"dollars","$"
15538,1,2601,87820,25936,3377.21,"dollars","$"
15206,1,2641,87820,25937,4824.23,"dollars","$"
15538,1,2601,87820,25937,3176.26,"dollars","$"
15206,1,2641,87820,25938,-459.86,"dollars","$"
15538,1,2601,87820,25938,4837.03,"dollars","$"
15538,1,2635,87820,25938,2130.5,"dollars","$"
15206,1,2641,87820,25939,-481.05,"dollars","$"
15538,1,2601,87820,25939,3260.11,"dollars","$"
15538,1,2635,87820,25939,4028.5,"dollars","$"
15206,1,2641,87820,25940,-335.25,"dollars","$"
15538,1,2601,87820,25940,3479.74,"dollars","$"
15538,1,2635,87820,25940,1599.75,"dollars","$"
15206,1,2641,87820,25941,-148.28,"dollars","$"
15538,1,2601,87820,25941,2246.6,"dollars","$"
15206,1,2641,87820,25942,-395.4,"dollars","$"
15538,1,2601,87820,25942,5238.74,"dollars","$"
15538,1,2635,87820,25942,752.14,"dollars","$"
15206,1,2641,87820,25943,-242.36,"dollars","$"
15538,1,2601,87820,25943,3672.18,"dollars","$"
15206,1,2641,87820,25944,-99.37,"dollars","$"
15538,1,2601,87820,25944,1505.54,"dollars","$"
15206,1,2641,87820,25945,-110.47,"dollars","$"
15538,1,2601,87820,25945,1673.75,"dollars","$"
15206,1,2641,87820,25946,-230.33,"dollars","$"
15538,1,2601,87820,25946,2263.8,"dollars","$"
15538,1,2635,87820,25946,1226,"dollars","$"
15206,1,2641,87820,25947,-121.77,"dollars","$"
15538,1,2601,87820,25947,1844.93,"dollars","$"
15206,1,2641,87820,25948,-126.34,"dollars","$"
15538,1,2601,87820,25948,1914.29,"dollars","$"
15206,1,2641,87820,25949,2853.62,"dollars","$"
15538,1,2601,87820,25949,1717.59,"dollars","$"
15206,1,2641,87820,25950,-238.51,"dollars","$"
15538,1,2601,87820,25950,1686.42,"dollars","$"
15538,1,2635,87820,25950,2160.5,"dollars","$"
15206,1,2641,87820,25951,-631.93,"dollars","$"
15538,1,2601,87820,25951,1933.95,"dollars","$"
15538,1,2628,87820,25951,4110.04,"dollars","$"
15538,1,2635,87820,25951,4148.5,"dollars","$"
15206,1,2641,87820,25952,-226.44,"dollars","$"
15538,1,2601,87820,25952,2052.43,"dollars","$"
15538,1,2635,87820,25952,1599.75,"dollars","$"
15206,1,2641,87820,25953,-131.09,"dollars","$"
15538,1,2601,87820,25953,2114.35,"dollars","$"
15206,1,2641,87820,25954,-743.85,"dollars","$"
15538,1,2601,87820,25954,1646.99,"dollars","$"
15538,1,2628,87820,25954,9598.5,"dollars","$"
15538,1,2635,87820,25954,752.14,"dollars","$"
15206,1,2641,87820,25956,-85.06,"dollars","$"
15538,1,2601,87820,25956,291.97,"dollars","$"
15538,1,2635,87820,25956,1080,"dollars","$"
15206,1,2641,87820,25957,-119.44,"dollars","$"
15538,1,2601,87820,25957,1926.4,"dollars","$"
15538,1,2601,87820,25958,-626,"dollars","$"
15538,1,2635,87820,25958,626,"dollars","$"
15206,1,2641,87820,25959,-89.83,"dollars","$"
15538,1,2601,87820,25959,1448.84,"dollars","$"
15538,1,2601,87820,25960,0,"dollars","$"
15206,1,2641,87820,25961,2372.64,"dollars","$"
15538,1,2601,87820,25961,-160,"dollars","$"
15538,1,2635,87820,25961,160,"dollars","$"
15206,1,2641,87820,25962,-1304.69,"dollars","$"
15538,1,2601,87820,25962,1483.85,"dollars","$"
15538,1,2628,87820,25962,4110,"dollars","$"
15538,1,2635,87820,25962,16519.5,"dollars","$"
15538,1,2601,87820,25963,-3988.5,"dollars","$"
15538,1,2635,87820,25963,3988.5,"dollars","$"
15206,1,2641,87820,25964,-205.81,"dollars","$"
15538,1,2601,87820,25964,1888.58,"dollars","$"
15538,1,2635,87820,25964,1599.75,"dollars","$"
15206,1,2641,87820,25965,-114.68,"dollars","$"
15538,1,2601,87820,25965,1943.69,"dollars","$"
15206,1,2641,87820,25966,-48.86,"dollars","$"
15538,1,2601,87820,25966,75.95,"dollars","$"
15538,1,2635,87820,25966,752.14,"dollars","$"
15206,1,2641,87820,25967,-135.91,"dollars","$"
15538,1,2601,87820,25967,2303.63,"dollars","$"
15206,1,2641,87820,25968,-530.77,"dollars","$"
15538,1,2601,87820,25968,8236.04,"dollars","$"
15538,1,2635,87820,25968,760,"dollars","$"
15206,1,2641,87820,25969,-388.73,"dollars","$"
15538,1,2601,87820,25969,6433.44,"dollars","$"
15538,1,2628,87820,25969,155.18,"dollars","$"
15206,1,2641,87820,25970,-319.79,"dollars","$"
15538,1,2601,87820,25970,4794.11,"dollars","$"
15538,1,2635,87820,25970,626,"dollars","$"
15206,1,2641,87820,25971,-490.11,"dollars","$"
15538,1,2601,87820,25971,8306.94,"dollars","$"
15206,1,2641,87820,25972,-429.79,"dollars","$"
15538,1,2601,87820,25972,7284.61,"dollars","$"
15206,1,2641,87820,25973,3577.77,"dollars","$"
15538,1,2601,87820,25973,5738.98,"dollars","$"
15538,1,2628,87820,25973,7.16,"dollars","$"
15538,1,2635,87820,25973,1120,"dollars","$"
15206,1,2641,87820,25974,-911.07,"dollars","$"
15538,1,2601,87820,25974,3053.87,"dollars","$"
15538,1,2635,87820,25974,12929.75,"dollars","$"
15206,1,2641,87820,25975,-557.73,"dollars","$"
15538,1,2601,87820,25975,5012.26,"dollars","$"
15538,1,2635,87820,25975,4772.5,"dollars","$"
15206,1,2641,87820,25976,-1730.66,"dollars","$"
15538,1,2601,87820,25976,5455.7,"dollars","$"
15538,1,2628,87820,25976,23307,"dollars","$"
15538,1,2635,87820,25976,1599.75,"dollars","$"
15206,1,2641,87820,25977,-282.54,"dollars","$"
15538,1,2601,87820,25977,4952.38,"dollars","$"
15538,1,2628,87820,25977,4.38,"dollars","$"
15206,1,2641,87820,25978,-450.15,"dollars","$"
15538,1,2601,87820,25978,7897.36,"dollars","$"
15206,1,2641,87820,25980,-592.01,"dollars","$"
15538,1,2601,87820,25980,9626.12,"dollars","$"
15538,1,2635,87820,25980,760,"dollars","$"
15206,1,2641,87820,25981,-247.41,"dollars","$"
15538,1,2601,87820,25981,4340.56,"dollars","$"
15206,1,2641,87820,25985,5162.94,"dollars","$"
15538,1,2601,87820,25985,-9004.5,"dollars","$"
15538,1,2628,87820,25985,3656.36,"dollars","$"
15538,1,2635,87820,25985,5348.14,"dollars","$"
15206,1,2641,87820,25986,-670.41,"dollars","$"
15538,1,2601,87820,25986,4185.4,"dollars","$"
15538,1,2635,87820,25986,7576.25,"dollars","$"
15206,1,2641,87820,25987,-1780.07,"dollars","$"
15538,1,2601,87820,25987,29029.55,"dollars","$"
15538,1,2635,87820,25987,2199.75,"dollars","$"
15206,1,2641,87820,25988,-520.22,"dollars","$"
15538,1,2601,87820,25988,6922.66,"dollars","$"
15538,1,2628,87820,25988,604.24,"dollars","$"
15538,1,2635,87820,25988,1599.75,"dollars","$"
15206,1,2641,87820,25990,-279.87,"dollars","$"
15538,1,2601,87820,25990,3603.1,"dollars","$"
15538,1,2628,87820,25990,554.68,"dollars","$"
15538,1,2635,87820,25990,752.14,"dollars","$"
15538,1,2601,87820,25991,0,"dollars","$"
15206,1,2641,87820,25992,-611.22,"dollars","$"
15538,1,2601,87820,25992,9846.07,"dollars","$"
15538,1,2628,87820,25992,117.14,"dollars","$"
15538,1,2635,87820,25992,760,"dollars","$"
15206,1,2641,87820,25993,-312.61,"dollars","$"
15538,1,2601,87820,25993,5484.33,"dollars","$"
15206,1,2641,87820,25994,-467.67,"dollars","$"
15538,1,2601,87820,25994,4568.8,"dollars","$"
15538,1,2635,87820,25994,3636,"dollars","$"
15206,1,2641,87820,25995,-265.91,"dollars","$"
15538,1,2601,87820,25995,4665.01,"dollars","$"
15206,1,2641,87820,25996,-332.78,"dollars","$"
15538,1,2601,87820,25996,5838.25,"dollars","$"
15206,1,2641,87820,25997,4943.11,"dollars","$"
15538,1,2601,87820,25997,4261.94,"dollars","$"
15538,1,2635,87820,25997,960,"dollars","$"
15206,1,2641,87820,25998,-674.96,"dollars","$"
15538,1,2601,87820,25998,4295.24,"dollars","$"
15538,1,2635,87820,25998,7546.25,"dollars","$"
15206,1,2641,87820,25999,-436.35,"dollars","$"
15538,1,2601,87820,25999,5455.52,"dollars","$"
15538,1,2635,87820,25999,2199.75,"dollars","$"
15206,1,2641,87820,26000,-1149.56,"dollars","$"
15538,1,2601,87820,26000,6459.3,"dollars","$"
15538,1,2635,87820,26000,13708.5,"dollars","$"
15206,1,2641,87820,26001,-229.06,"dollars","$"
15538,1,2601,87820,26001,4018.65,"dollars","$"
15206,1,2641,87820,26002,-130.33,"dollars","$"
15538,1,2601,87820,26002,2001.62,"dollars","$"
15538,1,2628,87820,26002,284.82,"dollars","$"
15538,1,2601,87820,26003,-271.15,"dollars","$"
15538,1,2628,87820,26003,271.15,"dollars","$"
15206,1,2641,87820,26004,-104.93,"dollars","$"
15538,1,2601,87820,26004,953.76,"dollars","$"
15538,1,2628,87820,26004,287.15,"dollars","$"
15538,1,2635,87820,26004,600,"dollars","$"
15206,1,2641,87820,26005,-166.25,"dollars","$"
15538,1,2601,87820,26005,1733.34,"dollars","$"
15538,1,2628,87820,26005,271.14,"dollars","$"
15538,1,2635,87820,26005,912.15,"dollars","$"
15206,1,2641,87820,26006,-604.89,"dollars","$"
15538,1,2601,87820,26006,9781.85,"dollars","$"
15538,1,2628,87820,26006,-1047.81,"dollars","$"
15538,1,2635,87820,26006,1878,"dollars","$"
15206,1,2641,87820,26007,-737.48,"dollars","$"
15538,1,2601,87820,26007,12938.32,"dollars","$"
15206,1,2601,87821,25913,68.22,"dollars","$"
15206,1,2601,87821,25914,-63.55,"dollars","$"
15538,1,2635,87821,25914,934.5,"dollars","$"
15206,1,2641,87821,25925,63.55,"dollars","$"
15206,1,2641,87821,25926,-64.48,"dollars","$"
15538,1,2635,87821,25926,934.5,"dollars","$"
15206,1,2641,87821,25937,64.48,"dollars","$"
15206,1,2641,87821,25938,-61.68,"dollars","$"
15538,1,2635,87821,25938,934.5,"dollars","$"
15206,1,2641,87821,25949,61.68,"dollars","$"
15206,1,2641,87821,25962,-177.46,"dollars","$"
15538,1,2635,87821,25962,3007.75,"dollars","$"
15206,1,2641,87821,25971,-47.2,"dollars","$"
15538,1,2635,87821,25971,800,"dollars","$"
15206,1,2641,87821,25972,-103.49,"dollars","$"
15538,1,2635,87821,25972,1754,"dollars","$"
15206,1,2641,87821,25973,-178.47,"dollars","$"
15538,1,2635,87821,25973,8888,"dollars","$"
15206,1,2641,87821,25979,-173.39,"dollars","$"
15538,1,2635,87821,25979,3042,"dollars","$"
15206,1,2641,87821,25981,-0.57,"dollars","$"
15538,1,2635,87821,25981,10,"dollars","$"
15206,1,2641,87821,25982,-380.77,"dollars","$"
15538,1,2635,87821,25982,6680.25,"dollars","$"
15206,1,2641,87821,25984,-122.78,"dollars","$"
15538,1,2635,87821,25984,2154,"dollars","$"
15206,1,2641,87821,25985,1184.13,"dollars","$"
15206,1,2641,87821,25986,-171.44,"dollars","$"
15538,1,2635,87821,25986,3007.75,"dollars","$"
