legacy_commodity_id,duplicate_no,legacy_location_id,legacy_period_id,volume,unit,unit_abbr
15400,1,88076,25762,32567382,"mcf","mcf"
15398,1,88076,25763,2526695,"tons","tons"
15399,1,88076,25763,935429,"bbl","bbl"
15400,1,88076,25763,30727241,"mcf","mcf"
15398,1,88076,25764,2860051,"tons","tons"
15399,1,88076,25764,949522,"bbl","bbl"
15400,1,88076,25764,31507188,"mcf","mcf"
15398,1,88076,25765,2417336,"tons","tons"
15399,1,88076,25765,899785,"bbl","bbl"
15400,1,88076,25765,31006326,"mcf","mcf"
15398,1,88076,25766,2532307,"tons","tons"
15399,1,88076,25766,921893,"bbl","bbl"
15400,1,88076,25766,31813481,"mcf","mcf"
15398,1,88076,25767,2622021,"tons","tons"
15399,1,88076,25767,902501,"bbl","bbl"
15400,1,88076,25767,32129568,"mcf","mcf"
15398,1,88076,25768,3153896,"tons","tons"
15399,1,88076,25768,883130,"bbl","bbl"
15400,1,88076,25768,31013432,"mcf","mcf"
15398,1,88076,25769,2576086,"tons","tons"
15399,1,88076,25769,927609,"bbl","bbl"
15400,1,88076,25769,32046374,"mcf","mcf"
15398,1,88076,25770,2417148,"tons","tons"
15399,1,88076,25770,889309,"bbl","bbl"
15400,1,88076,25770,30633716,"mcf","mcf"
15398,1,88076,25771,2526153,"tons","tons"
15399,1,88076,25771,936555,"bbl","bbl"
15400,1,88076,25771,31239996,"mcf","mcf"
15398,1,88076,25772,2790396,"tons","tons"
15399,1,88076,25772,940248,"bbl","bbl"
15400,1,88076,25772,30638895,"mcf","mcf"
15398,1,88076,25773,2274690,"tons","tons"
15399,1,88076,25773,890828,"bbl","bbl"
15400,1,88076,25773,28657375,"mcf","mcf"
15398,1,88076,25774,2926896,"tons","tons"
15399,1,88076,25774,956007,"bbl","bbl"
15400,1,88076,25774,30529541,"mcf","mcf"
15398,1,88076,25775,2441696,"tons","tons"
15399,1,88076,25775,953431,"bbl","bbl"
15400,1,88076,25775,29685549,"mcf","mcf"
15398,1,88076,25776,2714456,"tons","tons"
15399,1,88076,25776,986457,"bbl","bbl"
15400,1,88076,25776,30253229,"mcf","mcf"
15398,1,88076,25777,2814287,"tons","tons"
15399,1,88076,25777,914967,"bbl","bbl"
15400,1,88076,25777,29256413,"mcf","mcf"
15398,1,88076,25778,2257866,"tons","tons"
15399,1,88076,25778,953360,"bbl","bbl"
15400,1,88076,25778,30102925,"mcf","mcf"
15398,1,88076,25779,2860888,"tons","tons"
15399,1,88076,25779,972186,"bbl","bbl"
15400,1,88076,25779,30054252,"mcf","mcf"
15398,1,88076,25780,3098376,"tons","tons"
15399,1,88076,25780,961630,"bbl","bbl"
15400,1,88076,25780,29005672,"mcf","mcf"
15398,1,88076,25781,2834810,"tons","tons"
15399,1,88076,25781,988454,"bbl","bbl"
15400,1,88076,25781,30287260,"mcf","mcf"
15398,1,88076,25782,2481476,"tons","tons"
15399,1,88076,25782,977517,"bbl","bbl"
15400,1,88076,25782,29786898,"mcf","mcf"
15398,1,88076,25783,3016398,"tons","tons"
15399,1,88076,25783,1012648,"bbl","bbl"
15400,1,88076,25783,30321126,"mcf","mcf"
15398,1,88076,25784,2861003,"tons","tons"
15399,1,88076,25784,974897,"bbl","bbl"
15400,1,88076,25784,29805525,"mcf","mcf"
15398,1,88076,25785,2737327,"tons","tons"
15399,1,88076,25785,901917,"bbl","bbl"
15400,1,88076,25785,26765032,"mcf","mcf"
15398,1,88076,25786,2889277,"tons","tons"
15399,1,88076,25786,988326,"bbl","bbl"
15400,1,88076,25786,29856325,"mcf","mcf"
15398,1,88076,25787,2837532,"tons","tons"
15399,1,88076,25787,936676,"bbl","bbl"
15400,1,88076,25787,28562970,"mcf","mcf"
15398,1,88076,25788,3099050,"tons","tons"
15399,1,88076,25788,989150,"bbl","bbl"
15400,1,88076,25788,29913251,"mcf","mcf"
15398,1,88076,25789,2863100,"tons","tons"
15399,1,88076,25789,951434,"bbl","bbl"
15400,1,88076,25789,29040892,"mcf","mcf"
15398,1,88076,25790,2402519,"tons","tons"
15399,1,88076,25790,983751,"bbl","bbl"
15400,1,88076,25790,29415028,"mcf","mcf"
15398,1,88076,25791,3052907,"tons","tons"
15399,1,88076,25791,995571,"bbl","bbl"
15400,1,88076,25791,29548632,"mcf","mcf"
15398,1,88076,25792,3117008,"tons","tons"
15399,1,88076,25792,952335,"bbl","bbl"
15400,1,88076,25792,28504899,"mcf","mcf"
15398,1,88076,25793,2825164,"tons","tons"
15399,1,88076,25793,984328,"bbl","bbl"
15400,1,88076,25793,29725896,"mcf","mcf"
15398,1,88076,25794,2577174,"tons","tons"
15399,1,88076,25794,931083,"bbl","bbl"
15400,1,88076,25794,28252917,"mcf","mcf"
15398,1,88076,25795,2227485,"tons","tons"
15399,1,88076,25795,947186,"bbl","bbl"
15400,1,88076,25795,28213133,"mcf","mcf"
15398,1,88076,25796,2637932,"tons","tons"
15399,1,88076,25796,909510,"bbl","bbl"
15400,1,88076,25796,28081359,"mcf","mcf"
15398,1,88076,25797,2265006,"tons","tons"
15399,1,88076,25797,808468,"bbl","bbl"
15400,1,88076,25797,25753064,"mcf","mcf"
15398,1,88076,25798,2559734,"tons","tons"
15399,1,88076,25798,926967,"bbl","bbl"
15400,1,88076,25798,28411942,"mcf","mcf"
15398,1,88076,25799,2300077,"tons","tons"
15399,1,88076,25799,921949,"bbl","bbl"
15400,1,88076,25799,27300993,"mcf","mcf"
15398,1,88076,25800,2448381,"tons","tons"
15399,1,88076,25800,946652,"bbl","bbl"
15400,1,88076,25800,28211595,"mcf","mcf"
15398,1,88076,25801,1765339,"tons","tons"
15399,1,88076,25801,911682,"bbl","bbl"
15400,1,88076,25801,27185691,"mcf","mcf"
15398,1,88076,25802,2149924,"tons","tons"
15399,1,88076,25802,953515,"bbl","bbl"
15400,1,88076,25802,28033366,"mcf","mcf"
15398,1,88076,25803,2390795,"tons","tons"
15399,1,88076,25803,966665,"bbl","bbl"
15400,1,88076,25803,27986792,"mcf","mcf"
15398,1,88076,25804,2307367,"tons","tons"
15399,1,88076,25804,942195,"bbl","bbl"
15400,1,88076,25804,26767656,"mcf","mcf"
15398,1,88076,25805,2204949,"tons","tons"
15399,1,88076,25805,948221,"bbl","bbl"
15400,1,88076,25805,27632418,"mcf","mcf"
15398,1,88076,25806,2244728,"tons","tons"
15399,1,88076,25806,952895,"bbl","bbl"
15400,1,88076,25806,26781250,"mcf","mcf"
15398,1,88076,25807,2943805,"tons","tons"
15399,1,88076,25807,888255,"bbl","bbl"
15400,1,88076,25807,27106319,"mcf","mcf"
15398,1,88076,25808,2289888,"tons","tons"
15399,1,88076,25808,878785,"bbl","bbl"
15400,1,88076,25808,26451433,"mcf","mcf"
15398,1,88076,25809,2044439,"tons","tons"
15399,1,88076,25809,835118,"bbl","bbl"
15400,1,88076,25809,24224681,"mcf","mcf"
15398,1,88076,25810,2488982,"tons","tons"
15399,1,88076,25810,958716,"bbl","bbl"
15400,1,88076,25810,26900986,"mcf","mcf"
15398,1,88076,25811,2621364,"tons","tons"
15399,1,88076,25811,944233,"bbl","bbl"
15400,1,88076,25811,25926686,"mcf","mcf"
15398,1,88076,25812,2393898,"tons","tons"
15399,1,88076,25812,996150,"bbl","bbl"
15400,1,88076,25812,26879790,"mcf","mcf"
15398,1,88076,25813,2062877,"tons","tons"
15399,1,88076,25813,930565,"bbl","bbl"
15400,1,88076,25813,25914782,"mcf","mcf"
15398,1,88076,25814,2145313,"tons","tons"
15399,1,88076,25814,942547,"bbl","bbl"
15400,1,88076,25814,26806327,"mcf","mcf"
15398,1,88076,25815,2290262,"tons","tons"
15399,1,88076,25815,934958,"bbl","bbl"
15400,1,88076,25815,26657999,"mcf","mcf"
15398,1,88076,25816,2062212,"tons","tons"
15399,1,88076,25816,904143,"bbl","bbl"
15400,1,88076,25816,25834848,"mcf","mcf"
15398,1,88076,25817,2308501,"tons","tons"
15399,1,88076,25817,942749,"bbl","bbl"
15400,1,88076,25817,26573053,"mcf","mcf"
15398,1,88076,25818,2217213,"tons","tons"
15399,1,88076,25818,946155,"bbl","bbl"
15400,1,88076,25818,26094174,"mcf","mcf"
15398,1,88076,25819,2131565,"tons","tons"
15399,1,88076,25819,944646,"bbl","bbl"
15400,1,88076,25819,25239114,"mcf","mcf"
15398,1,88076,25820,2219944,"tons","tons"
15399,1,88076,25820,949305,"bbl","bbl"
15400,1,88076,25820,24635314,"mcf","mcf"
15398,1,88076,25821,2110049,"tons","tons"
15399,1,88076,25821,889199,"bbl","bbl"
15400,1,88076,25821,23267970,"mcf","mcf"
15398,1,88076,25822,2155616,"tons","tons"
15399,1,88076,25822,975693,"bbl","bbl"
15400,1,88076,25822,25867601,"mcf","mcf"
15398,1,88076,25823,1898899,"tons","tons"
15399,1,88076,25823,964368,"bbl","bbl"
15400,1,88076,25823,24924549,"mcf","mcf"
15398,1,88076,25824,1985025,"tons","tons"
15399,1,88076,25824,981120,"bbl","bbl"
15400,1,88076,25824,25779803,"mcf","mcf"
15398,1,88076,25825,2325913,"tons","tons"
15399,1,88076,25825,928279,"bbl","bbl"
15400,1,88076,25825,24924384,"mcf","mcf"
15398,1,88076,25826,2640388,"tons","tons"
15399,1,88076,25826,978847,"bbl","bbl"
15400,1,88076,25826,26044219,"mcf","mcf"
15398,1,88076,25827,2439253,"tons","tons"
15399,1,88076,25827,992740,"bbl","bbl"
15400,1,88076,25827,25586396,"mcf","mcf"
15398,1,88076,25828,2387588,"tons","tons"
15399,1,88076,25828,980156,"bbl","bbl"
15400,1,88076,25828,24927683,"mcf","mcf"
15398,1,88076,25829,2511635,"tons","tons"
15399,1,88076,25829,1038634,"bbl","bbl"
15400,1,88076,25829,25747653,"mcf","mcf"
15398,1,88076,25830,2153188,"tons","tons"
15399,1,88076,25830,1005716,"bbl","bbl"
15400,1,88076,25830,24884057,"mcf","mcf"
15398,1,88076,25831,2125407,"tons","tons"
15399,1,88076,25831,1007897,"bbl","bbl"
15400,1,88076,25831,24912424,"mcf","mcf"
15398,1,88076,25832,2052390,"tons","tons"
15399,1,88076,25832,990801,"bbl","bbl"
15400,1,88076,25832,24812570,"mcf","mcf"
15398,1,88076,25833,1804533,"tons","tons"
15399,1,88076,25833,926838,"bbl","bbl"
15400,1,88076,25833,23260050,"mcf","mcf"
15398,1,88076,25834,2147583,"tons","tons"
15399,1,88076,25834,997558,"bbl","bbl"
15400,1,88076,25834,25593325,"mcf","mcf"
15398,1,88076,25835,2319185,"tons","tons"
15399,1,88076,25835,958711,"bbl","bbl"
15400,1,88076,25835,24526388,"mcf","mcf"
15398,1,88076,25836,2234668,"tons","tons"
15399,1,88076,25836,995255,"bbl","bbl"
15400,1,88076,25836,25111884,"mcf","mcf"
15398,1,88076,25837,2309024,"tons","tons"
15399,1,88076,25837,958713,"bbl","bbl"
15400,1,88076,25837,23403173,"mcf","mcf"
15398,1,88076,25838,2345725,"tons","tons"
15399,1,88076,25838,987501,"bbl","bbl"
15400,1,88076,25838,25110437,"mcf","mcf"
15398,1,88076,25839,2209028,"tons","tons"
15399,1,88076,25839,1004966,"bbl","bbl"
15400,1,88076,25839,25138584,"mcf","mcf"
15398,1,88076,25840,2364021,"tons","tons"
15399,1,88076,25840,1003691,"bbl","bbl"
15400,1,88076,25840,23768868,"mcf","mcf"
15398,1,88076,25841,1966556,"tons","tons"
15399,1,88076,25841,1089543,"bbl","bbl"
15400,1,88076,25841,24517781,"mcf","mcf"
15398,1,88076,25842,1840979,"tons","tons"
15399,1,88076,25842,1033736,"bbl","bbl"
15400,1,88076,25842,23542045,"mcf","mcf"
15398,1,88076,25843,1932698,"tons","tons"
15399,1,88076,25843,1032140,"bbl","bbl"
15400,1,88076,25843,23292025,"mcf","mcf"
15398,1,88076,25844,1612890,"tons","tons"
15399,1,88076,25844,1030770,"bbl","bbl"
15400,1,88076,25844,23518112,"mcf","mcf"
15398,1,88076,25845,1892405,"tons","tons"
15399,1,88076,25845,1007180,"bbl","bbl"
15400,1,88076,25845,21544205,"mcf","mcf"
15398,1,88076,25846,1743062,"tons","tons"
15399,1,88076,25846,1213525,"bbl","bbl"
15400,1,88076,25846,24141593,"mcf","mcf"
15398,1,88076,25847,1795669,"tons","tons"
15399,1,88076,25847,1219445,"bbl","bbl"
15400,1,88076,25847,23736903,"mcf","mcf"
15398,1,88076,25848,1742781,"tons","tons"
15399,1,88076,25848,1266489,"bbl","bbl"
15400,1,88076,25848,24979576,"mcf","mcf"
15398,1,88076,25849,1582003,"tons","tons"
15399,1,88076,25849,1325224,"bbl","bbl"
15400,1,88076,25849,24313633,"mcf","mcf"
15398,1,88076,25850,1609279,"tons","tons"
15399,1,88076,25850,1433348,"bbl","bbl"
15400,1,88076,25850,24871418,"mcf","mcf"
15398,1,88076,25851,1735723,"tons","tons"
15399,1,88076,25851,1543911,"bbl","bbl"
15400,1,88076,25851,25421508,"mcf","mcf"
15398,1,88076,25852,2038643,"tons","tons"
15399,1,88076,25852,1549059,"bbl","bbl"
15400,1,88076,25852,24879088,"mcf","mcf"
15398,1,88076,25853,1795394,"tons","tons"
15399,1,88076,25853,1640050,"bbl","bbl"
15400,1,88076,25853,26000391,"mcf","mcf"
15398,1,88076,25854,1605752,"tons","tons"
15399,1,88076,25854,1587249,"bbl","bbl"
15400,1,88076,25854,25341225,"mcf","mcf"
15398,1,88076,25855,1832658,"tons","tons"
15399,1,88076,25855,1625454,"bbl","bbl"
15400,1,88076,25855,26100056,"mcf","mcf"
15398,1,88076,25856,2253425,"tons","tons"
15399,1,88076,25856,1634597,"bbl","bbl"
15400,1,88076,25856,24900277,"mcf","mcf"
15398,1,88076,25857,1494323,"tons","tons"
15399,1,88076,25857,1508589,"bbl","bbl"
15400,1,88076,25857,23120072,"mcf","mcf"
15398,1,88076,25858,1772654,"tons","tons"
15399,1,88076,25858,1741854,"bbl","bbl"
15400,1,88076,25858,26360548,"mcf","mcf"
15398,1,88076,25859,1684420,"tons","tons"
15399,1,88076,25859,1764901,"bbl","bbl"
15400,1,88076,25859,24718944,"mcf","mcf"
15398,1,88076,25860,1936675,"tons","tons"
15399,1,88076,25860,1881667,"bbl","bbl"
15400,1,88076,25860,25623727,"mcf","mcf"
15398,1,88076,25861,1973047,"tons","tons"
15399,1,88076,25861,1920912,"bbl","bbl"
15400,1,88076,25861,25304092,"mcf","mcf"
15398,1,88076,25862,1889907,"tons","tons"
15399,1,88076,25862,2041080,"bbl","bbl"
15400,1,88076,25862,26269565,"mcf","mcf"
15398,1,88076,25863,1454592,"tons","tons"
15399,1,88076,25863,2162388,"bbl","bbl"
15400,1,88076,25863,26237554,"mcf","mcf"
15398,1,88076,25864,1698967,"tons","tons"
15399,1,88076,25864,2076573,"bbl","bbl"
15400,1,88076,25864,25041004,"mcf","mcf"
15398,1,88076,25865,2034208,"tons","tons"
15399,1,88076,25865,2381101,"bbl","bbl"
15400,1,88076,25865,26138472,"mcf","mcf"
15398,1,88076,25866,1886110,"tons","tons"
15399,1,88076,25866,2472685,"bbl","bbl"
15400,1,88076,25866,25563894,"mcf","mcf"
15398,1,88076,25867,1235289,"tons","tons"
15399,1,88076,25867,2531892,"bbl","bbl"
15400,1,88076,25867,26076720,"mcf","mcf"
15398,1,88076,25868,1981835,"tons","tons"
15399,1,88076,25868,2670141,"bbl","bbl"
15400,1,88076,25868,26585933,"mcf","mcf"
15398,1,88076,25869,1848570,"tons","tons"
15399,1,88076,25869,2536190,"bbl","bbl"
15400,1,88076,25869,24902733,"mcf","mcf"
15398,1,88076,25870,1930970,"tons","tons"
15399,1,88076,25870,2777846,"bbl","bbl"
15400,1,88076,25870,26481837,"mcf","mcf"
15398,1,88076,25871,1386877,"tons","tons"
15399,1,88076,25871,2787069,"bbl","bbl"
15400,1,88076,25871,25586559,"mcf","mcf"
15398,1,88076,25872,1625737,"tons","tons"
15399,1,88076,25872,2811422,"bbl","bbl"
15400,1,88076,25872,26421535,"mcf","mcf"
15398,1,88076,25873,1568194,"tons","tons"
15399,1,88076,25873,2852986,"bbl","bbl"
15400,1,88076,25873,25315693,"mcf","mcf"
15398,1,88076,25874,1447117,"tons","tons"
15399,1,88076,25874,3070518,"bbl","bbl"
15400,1,88076,25874,26153567,"mcf","mcf"
15398,1,88076,25875,1468942,"tons","tons"
15399,1,88076,25875,3153787,"bbl","bbl"
15400,1,88076,25875,26327589,"mcf","mcf"
15398,1,88076,25876,1427953,"tons","tons"
15399,1,88076,25876,3267799,"bbl","bbl"
15400,1,88076,25876,25715943,"mcf","mcf"
15398,1,88076,25877,1746130,"tons","tons"
15399,1,88076,25877,3737946,"bbl","bbl"
15400,1,88076,25877,27022735,"mcf","mcf"
15398,1,88076,25878,1340397,"tons","tons"
15399,1,88076,25878,3695931,"bbl","bbl"
15400,1,88076,25878,25910497,"mcf","mcf"
15398,1,88076,25879,1058533,"tons","tons"
15399,1,88076,25879,3830042,"bbl","bbl"
15400,1,88076,25879,26213088,"mcf","mcf"
15398,1,88077,25760,37822686,"tons","tons"
15399,1,88077,25760,8403385,"bbl","bbl"
15400,1,88077,25760,253491221,"mcf","mcf"
15398,1,88077,25761,33743641,"tons","tons"
15399,1,88077,25761,7488224,"bbl","bbl"
15400,1,88077,25761,233822369,"mcf","mcf"
15398,1,88077,25762,34916953,"tons","tons"
15399,1,88077,25762,8331285,"bbl","bbl"
15400,1,88077,25762,256821068,"mcf","mcf"
15398,1,88077,25763,35430343,"tons","tons"
15399,1,88077,25763,7923496,"bbl","bbl"
15400,1,88077,25763,242613844,"mcf","mcf"
15398,1,88077,25764,36677762,"tons","tons"
15399,1,88077,25764,8239657,"bbl","bbl"
15400,1,88077,25764,237786321,"mcf","mcf"
15398,1,88077,25765,37340028,"tons","tons"
15399,1,88077,25765,7931045,"bbl","bbl"
15400,1,88077,25765,236555803,"mcf","mcf"
15398,1,88077,25766,37367365,"tons","tons"
15399,1,88077,25766,8189000,"bbl","bbl"
15400,1,88077,25766,244378990,"mcf","mcf"
15398,1,88077,25767,38954190,"tons","tons"
15399,1,88077,25767,8183544,"bbl","bbl"
15400,1,88077,25767,247407508,"mcf","mcf"
15398,1,88077,25768,36506801,"tons","tons"
15399,1,88077,25768,7976595,"bbl","bbl"
15400,1,88077,25768,247385092,"mcf","mcf"
15398,1,88077,25769,37838612,"tons","tons"
15399,1,88077,25769,8216996,"bbl","bbl"
15400,1,88077,25769,269597158,"mcf","mcf"
15398,1,88077,25770,36994823,"tons","tons"
15399,1,88077,25770,7851409,"bbl","bbl"
15400,1,88077,25770,254972571,"mcf","mcf"
15398,1,88077,25771,38913508,"tons","tons"
15399,1,88077,25771,8114210,"bbl","bbl"
15400,1,88077,25771,266871189,"mcf","mcf"
15398,1,88077,25772,39793156,"tons","tons"
15399,1,88077,25772,8045902,"bbl","bbl"
15400,1,88077,25772,266076437,"mcf","mcf"
15398,1,88077,25773,34206060,"tons","tons"
15399,1,88077,25773,7581949,"bbl","bbl"
15400,1,88077,25773,245424919,"mcf","mcf"
15398,1,88077,25774,38220610,"tons","tons"
15399,1,88077,25774,8050749,"bbl","bbl"
15400,1,88077,25774,264153272,"mcf","mcf"
15398,1,88077,25775,37325558,"tons","tons"
15399,1,88077,25775,7753470,"bbl","bbl"
15400,1,88077,25775,254437311,"mcf","mcf"
15398,1,88077,25776,37085297,"tons","tons"
15399,1,88077,25776,7951528,"bbl","bbl"
15400,1,88077,25776,256744555,"mcf","mcf"
15398,1,88077,25777,37941288,"tons","tons"
15399,1,88077,25777,7641527,"bbl","bbl"
15400,1,88077,25777,247777517,"mcf","mcf"
15398,1,88077,25778,38767113,"tons","tons"
15399,1,88077,25778,7854263,"bbl","bbl"
15400,1,88077,25778,262225457,"mcf","mcf"
15398,1,88077,25779,39475725,"tons","tons"
15399,1,88077,25779,7871379,"bbl","bbl"
15400,1,88077,25779,265827351,"mcf","mcf"
15398,1,88077,25780,39930106,"tons","tons"
15399,1,88077,25780,7612549,"bbl","bbl"
15400,1,88077,25780,262225309,"mcf","mcf"
15398,1,88077,25781,39677776,"tons","tons"
15399,1,88077,25781,7907488,"bbl","bbl"
15400,1,88077,25781,275271551,"mcf","mcf"
15398,1,88077,25782,38363559,"tons","tons"
15399,1,88077,25782,7761815,"bbl","bbl"
15400,1,88077,25782,269584497,"mcf","mcf"
15398,1,88077,25783,38672407,"tons","tons"
15399,1,88077,25783,7916693,"bbl","bbl"
15400,1,88077,25783,278007497,"mcf","mcf"
15398,1,88077,25784,37597569,"tons","tons"
15399,1,88077,25784,7832037,"bbl","bbl"
15400,1,88077,25784,278249838,"mcf","mcf"
15398,1,88077,25785,37757279,"tons","tons"
15399,1,88077,25785,7122697,"bbl","bbl"
15400,1,88077,25785,249798477,"mcf","mcf"
15398,1,88077,25786,41971071,"tons","tons"
15399,1,88077,25786,7839682,"bbl","bbl"
15400,1,88077,25786,273355474,"mcf","mcf"
15398,1,88077,25787,37251010,"tons","tons"
15399,1,88077,25787,7631896,"bbl","bbl"
15400,1,88077,25787,263719043,"mcf","mcf"
15398,1,88077,25788,33464857,"tons","tons"
15399,1,88077,25788,7917497,"bbl","bbl"
15400,1,88077,25788,272784470,"mcf","mcf"
15398,1,88077,25789,36088007,"tons","tons"
15399,1,88077,25789,7615472,"bbl","bbl"
15400,1,88077,25789,260907860,"mcf","mcf"
15398,1,88077,25790,38308089,"tons","tons"
15399,1,88077,25790,7800954,"bbl","bbl"
15400,1,88077,25790,270621787,"mcf","mcf"
15398,1,88077,25791,37041753,"tons","tons"
15399,1,88077,25791,7917261,"bbl","bbl"
15400,1,88077,25791,276720425,"mcf","mcf"
15398,1,88077,25792,36881647,"tons","tons"
15399,1,88077,25792,7694668,"bbl","bbl"
15400,1,88077,25792,270954207,"mcf","mcf"
15398,1,88077,25793,34115112,"tons","tons"
15399,1,88077,25793,8104307,"bbl","bbl"
15400,1,88077,25793,283949770,"mcf","mcf"
15398,1,88077,25794,35522134,"tons","tons"
15399,1,88077,25794,7834407,"bbl","bbl"
15400,1,88077,25794,281633319,"mcf","mcf"
15398,1,88077,25795,34338379,"tons","tons"
15399,1,88077,25795,8034696,"bbl","bbl"
15400,1,88077,25795,285542246,"mcf","mcf"
15398,1,88077,25796,36482915,"tons","tons"
15399,1,88077,25796,8052929,"bbl","bbl"
15400,1,88077,25796,292205102,"mcf","mcf"
15398,1,88077,25797,32452852,"tons","tons"
15399,1,88077,25797,7359755,"bbl","bbl"
15400,1,88077,25797,263430211,"mcf","mcf"
15398,1,88077,25798,35033102,"tons","tons"
15399,1,88077,25798,8221396,"bbl","bbl"
15400,1,88077,25798,293707875,"mcf","mcf"
15398,1,88077,25799,36760830,"tons","tons"
15399,1,88077,25799,7882561,"bbl","bbl"
15400,1,88077,25799,279959744,"mcf","mcf"
15398,1,88077,25800,39222190,"tons","tons"
15399,1,88077,25800,8139206,"bbl","bbl"
15400,1,88077,25800,285687668,"mcf","mcf"
15398,1,88077,25801,38664425,"tons","tons"
15399,1,88077,25801,7833114,"bbl","bbl"
15400,1,88077,25801,278394047,"mcf","mcf"
15398,1,88077,25802,38606766,"tons","tons"
15399,1,88077,25802,8051410,"bbl","bbl"
15400,1,88077,25802,289185934,"mcf","mcf"
15398,1,88077,25803,39664527,"tons","tons"
15399,1,88077,25803,8109824,"bbl","bbl"
15400,1,88077,25803,290223305,"mcf","mcf"
15398,1,88077,25804,35609815,"tons","tons"
15399,1,88077,25804,7859246,"bbl","bbl"
15400,1,88077,25804,279248237,"mcf","mcf"
15398,1,88077,25805,37555671,"tons","tons"
15399,1,88077,25805,8129997,"bbl","bbl"
15400,1,88077,25805,302575371,"mcf","mcf"
15398,1,88077,25806,36102415,"tons","tons"
15399,1,88077,25806,8048711,"bbl","bbl"
15400,1,88077,25806,296208808,"mcf","mcf"
15398,1,88077,25807,39046813,"tons","tons"
15399,1,88077,25807,8267830,"bbl","bbl"
15400,1,88077,25807,308300763,"mcf","mcf"
15398,1,88077,25808,37755352,"tons","tons"
15399,1,88077,25808,8188219,"bbl","bbl"
15400,1,88077,25808,305255731,"mcf","mcf"
15398,1,88077,25809,32513916,"tons","tons"
15399,1,88077,25809,7537692,"bbl","bbl"
15400,1,88077,25809,275042621,"mcf","mcf"
15398,1,88077,25810,34422978,"tons","tons"
15399,1,88077,25810,8337134,"bbl","bbl"
15400,1,88077,25810,308968150,"mcf","mcf"
15398,1,88077,25811,37858890,"tons","tons"
15399,1,88077,25811,8140563,"bbl","bbl"
15400,1,88077,25811,296213335,"mcf","mcf"
15398,1,88077,25812,37471518,"tons","tons"
15399,1,88077,25812,8355446,"bbl","bbl"
15400,1,88077,25812,308068106,"mcf","mcf"
15398,1,88077,25813,37208166,"tons","tons"
15399,1,88077,25813,8033056,"bbl","bbl"
15400,1,88077,25813,294604853,"mcf","mcf"
15398,1,88077,25814,38292421,"tons","tons"
15399,1,88077,25814,8258742,"bbl","bbl"
15400,1,88077,25814,301344302,"mcf","mcf"
15398,1,88077,25815,40956218,"tons","tons"
15399,1,88077,25815,8417600,"bbl","bbl"
15400,1,88077,25815,303529284,"mcf","mcf"
15398,1,88077,25816,37509704,"tons","tons"
15399,1,88077,25816,8092682,"bbl","bbl"
15400,1,88077,25816,293793530,"mcf","mcf"
15398,1,88077,25817,40518721,"tons","tons"
15399,1,88077,25817,8390691,"bbl","bbl"
15400,1,88077,25817,303819366,"mcf","mcf"
15398,1,88077,25818,41703492,"tons","tons"
15399,1,88077,25818,8184403,"bbl","bbl"
15400,1,88077,25818,309588333,"mcf","mcf"
15398,1,88077,25819,38589921,"tons","tons"
15399,1,88077,25819,8286703,"bbl","bbl"
15400,1,88077,25819,316980075,"mcf","mcf"
15398,1,88077,25820,39826706,"tons","tons"
15399,1,88077,25820,8218960,"bbl","bbl"
15400,1,88077,25820,312610049,"mcf","mcf"
15398,1,88077,25821,39722803,"tons","tons"
15399,1,88077,25821,7767274,"bbl","bbl"
15400,1,88077,25821,295490112,"mcf","mcf"
15398,1,88077,25822,40804846,"tons","tons"
15399,1,88077,25822,8440594,"bbl","bbl"
15400,1,88077,25822,330362671,"mcf","mcf"
15398,1,88077,25823,40911180,"tons","tons"
15399,1,88077,25823,8199002,"bbl","bbl"
15400,1,88077,25823,320353695,"mcf","mcf"
15398,1,88077,25824,39399242,"tons","tons"
15399,1,88077,25824,8414514,"bbl","bbl"
15400,1,88077,25824,328676799,"mcf","mcf"
15398,1,88077,25825,36648980,"tons","tons"
15399,1,88077,25825,8118848,"bbl","bbl"
15400,1,88077,25825,318555300,"mcf","mcf"
15398,1,88077,25826,39415542,"tons","tons"
15399,1,88077,25826,8372208,"bbl","bbl"
15400,1,88077,25826,333962374,"mcf","mcf"
15398,1,88077,25827,42988477,"tons","tons"
15399,1,88077,25827,8398808,"bbl","bbl"
15400,1,88077,25827,332967890,"mcf","mcf"
15398,1,88077,25828,40422167,"tons","tons"
15399,1,88077,25828,7985148,"bbl","bbl"
15400,1,88077,25828,307647904,"mcf","mcf"
15398,1,88077,25829,45051502,"tons","tons"
15399,1,88077,25829,8633108,"bbl","bbl"
15400,1,88077,25829,335705835,"mcf","mcf"
15398,1,88077,25830,42442085,"tons","tons"
15399,1,88077,25830,8511342,"bbl","bbl"
15400,1,88077,25830,333765476,"mcf","mcf"
15398,1,88077,25831,39494082,"tons","tons"
15399,1,88077,25831,8615309,"bbl","bbl"
15400,1,88077,25831,339498909,"mcf","mcf"
15398,1,88077,25832,40936177,"tons","tons"
15399,1,88077,25832,8739906,"bbl","bbl"
15400,1,88077,25832,344771079,"mcf","mcf"
15398,1,88077,25833,38145743,"tons","tons"
15399,1,88077,25833,8017873,"bbl","bbl"
15400,1,88077,25833,317303317,"mcf","mcf"
15398,1,88077,25834,38238530,"tons","tons"
15399,1,88077,25834,8752840,"bbl","bbl"
