calendar_year,corporate_name,revenue_agency_type,revenue_agency,revenue_type,commodity,commodity_order,raw_revenue,revenue
2015,FRAM OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,368.20",1368.20
2015,FREEPORT-MCMORAN INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$135,534,422.50",135534422.50
2015,GAS VENTURES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$148,354.25",148354.25
2015,GASCO PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$281,262.48",281262.48
2015,GMT EXPLORATION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$18,980.42",18980.42
2015,GOMEX ENERGY OFFSHORE LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,926,354.79",5926354.79
2015,GREAT WESTERN DRILLING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$28,259.14",28259.14
2015,GRYNBERG JACK J,ONRR - Royalties,ONRR,Royalties,Oil,1,"$68,000.36",68000.36
2015,GULFSANDS PETROLEUM USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$364,444.69",364444.69
2015,HALCON RESOURCES CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$770,537.86",770537.86
2015,HARRINGTON SW ENERGY LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,896.22",3896.22
2015,HARVARD PETROLEUM CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$210,109.01",210109.01
2015,HEADINGTON OIL CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$137,397.28",137397.28
2015,HELIS OIL & GAS CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,856,395.76",5856395.76
2015,HESS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$109,563,711.40",109563711.40
2015,HILCORP ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,400,656.56",10400656.56
2015,HOACTZIN PARTNERS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$32,489.20",32489.20
2015,HOLLYFRONTIER CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,266,963.12",5266963.12
2015,HOLMES WESTERN OIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,809,900.56",1809900.56
2015,HOWARD ENERGY CO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$135,179.42",135179.42
2015,HUNT OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,841,737.31",6841737.31
2015,HUNTINGTON ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$956,745.90",956745.90
2015,J & M RAYMOND LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,$784.91,784.91
2015,JETTA OPERATING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$36,069.62",36069.62
2015,JOHN H HENDRIX CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,$13.49,13.49
2015,JONAH ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,332,602.61",10332602.61
2015,JONES ENERGY LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$11,509.86",11509.86
2015,KAISER-FRANCIS OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$229,621.60",229621.60
2015,KIMBELL OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,654.38",4654.38
2015,KINGS PEAK ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,027,237.47",1027237.47
2015,KMD OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$184,363.01",184363.01
2015,KOCH INDUSTRIES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,056,524.04",2056524.04
2015,LE NORMAN OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$325,193.78",325193.78
2015,LIGHTHOUSE OIL & GAS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$144,116.89",144116.89
2015,LIME ROCK RESOURCES,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,382,352.06",4382352.06
2015,LINDER OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,121.70",5121.70
2015,LINN ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$23,568,791.19",23568791.19
2015,LOCIN OIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$9,924.13",9924.13
2015,LONE MOUNTAIN PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,$575.83,575.83
2015,LPC CRUDE OIL INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,472,078.37",1472078.37
2015,M V PURCHASING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$133,564.12",133564.12
2015,M21K LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,743,543.94",7743543.94
2015,MACK ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,842,109.76",1842109.76
2015,MACPHERSON ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,323,576.82",5323576.82
2015,MAKOIL INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$625,883.12",625883.12
2015,MARALEX RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,905.00",8905.00
2015,MARITECH RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$135,560.08",135560.08
2015,MARLIN ENERGY OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$323,650.88",323650.88
2015,MATADOR RESOURCES CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$261,845.24",261845.24
2015,MAXUS EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,505,823.97",2505823.97
2015,MBI OIL AND GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$45,982.14",45982.14
2015,MC OFFSHORE PETROLEUM LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,997,801.04",1997801.04
2015,MCX GULF OF MEXICO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,573,324.74",1573324.74
2015,MEDCO ENERGI US LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,270,702.76",1270702.76
2015,MEREDITH MARKETING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$869,365.20",869365.20
2015,MERIT ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,447,822.27",8447822.27
2015,MESA ENERGY PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$26,630.44",26630.44
2015,NATIONAL FUEL GAS CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,023,013.77",1023013.77
2015,MOUNTAIN DIVIDE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$95,557.98",95557.98
2015,MUREX PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$176,994.29",176994.29
2015,MUSTANG ENERGY RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$72,623.20",72623.20
2015,MYCO INDUSTRIES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$89,152.82",89152.82
2015,NADEL AND GUSSMAN HEYCO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,025,827.27",1025827.27
2015,NAFTEX HOLDINGS LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$107,706.00",107706.00
2015,NATIONAL FUEL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,359.81",1359.81
2015,NEARBURG PRODUCING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,397,969.30",2397969.30
2015,NEWFIELD EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$29,094,453.34",29094453.34
2015,NEXEN PETROLEUM USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,319,281.02",2319281.02
2015,NGP ENERGY CAPITAL MANAGEMENT LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,826,402.43",1826402.43
2015,NOBLE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$36,582,021.47",36582021.47
2015,NOEX ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,456,450.57",3456450.57
2015,NORTH FINN LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$103,490.59",103490.59
2015,NORTHSTAR OFFSHORE GROUP LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,523,124.05",2523124.05
2015,OMIMEX RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$48,055.60",48055.60
2015,OXY USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$39,185,447.32",39185447.32
2015,PACIFIC OPERATORS OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,757,000.21",1757000.21
2015,PEABODY ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$14,543.00",14543.00
2015,PEAK POWDER RIVER RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,854,976.98",5854976.98
2015,PERMIAN TRANSPORT AND TRADING,ONRR - Royalties,ONRR,Royalties,Oil,1,"$147,930.82",147930.82
2015,PETRO HARVESTER LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$635,621.50",635621.50
2015,PETRO VENTURES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$155,187.00",155187.00
2015,PETROBRAS AMERICA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,119,514.79",7119514.79
2015,PETRO-HUNT LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,980,079.29",3980079.29
2015,PETROLEUM DEVELOPMENT CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$118,655.78",118655.78
2015,PETROQUEST ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,327,279.29",4327279.29
2015,PHILLIPS 66 CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,819,497.75",4819497.75
2015,PICEANCE ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$135,704.17",135704.17
2015,POC-I LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$417,746.57",417746.57
2015,PPC OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$134,244.44",134244.44
2015,PRIDE ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$70,659.76",70659.76
2015,QUESTAR CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,211,956.86",1211956.86
2015,RAAM GLOBAL ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,138,496.38",1138496.38
2015,RED WILLOW OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$482,509.55",482509.55
2015,REDLAND RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$104,473.78",104473.78
2015,RENAISSANCE OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$23,397,256.00",23397256.00
2015,RETAMCO OPERATING INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,630.50",3630.50
2015,RIDGELAKE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$632,587.86",632587.86
2015,RKI EXPLORATION & PRODUCTION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$11,841,997.42",11841997.42
2015,RMR OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$545,918.39",545918.39
2015,RODDY PRODUCTION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,511.32",1511.32
2015,ROSEWOOD RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$47,412.27",47412.27
2015,SAGA PETROLEUM,ONRR - Royalties,ONRR,Royalties,Oil,1,"$439,758.29",439758.29
2015,SANDRIDGE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,272,550.28",5272550.28
2015,SCHALK DEVELOPMENT CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,063.14",8063.14
2015,SHERIDAN PRODUCTION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,034,864.80",2034864.80
2015,SHORELINE SOUTHEAST LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,174.36",10174.36
2015,SIGNAL HILL CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,058,884.59",1058884.59
2015,SLAWSON EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,033,584.29",5033584.29
2015,SM ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,573,024.31",10573024.31
2015,SOJITZ ENERGY VENTURE INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,502,220.82",3502220.82
2015,SOUTHLAND ROYALTY CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$15,273.64",15273.64
2015,SOUTHWESTERN ENERGY PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,$577.40,577.40
2015,STATOIL,ONRR - Royalties,ONRR,Royalties,Oil,1,"$56,702,748.99",56702748.99
2015,STRACHAN EXPLORATION INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$66,865.02",66865.02
2015,SUNSHINE VALLEY PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$277,896.60",277896.60
2015,SWEVCO-SABW LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$14,989.84",14989.84
2015,T H MCELVAIN OIL & GAS,ONRR - Royalties,ONRR,Royalties,Oil,1,"$85,263.18",85263.18
2015,TALISMAN ENERGY USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$103,091.15",103091.15
2015,TANA EXPLORATION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,421,077.85",4421077.85
2015,TANDEM ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$149,829.02",149829.02
2015,TAPSTONE ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$51,419.99",51419.99
2015,TEIKOKU OIL NA CO LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,320,621.74",2320621.74
2015,TELLUS OPERATING GROUP LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$175,930.72",175930.72
2015,TEOCALI ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$291,196.49",291196.49
2015,TEXICAN CRUDE & HYDROCARBONS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$667,102.97",667102.97
2015,THE ANSCHUTZ CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$697,591.75",697591.75
2015,THOMPSON ENGR & PROD CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,791.45",5791.45
2015,THOMPSON J CLEO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$89,533.86",89533.86
2015,THUNDERBIRD RESOURCES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$203,960.00",203960.00
2015,TIDEWATER OIL & GAS CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,861.37",1861.37
2015,TIMBERLINE PROD CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$152,866.25",152866.25
2015,TRACKER RESOURCE DEVELOPMENT,ONRR - Royalties,ONRR,Royalties,Oil,1,"$108,124.21",108124.21
2015,TRINITY RIVER ENERGY LEASES ASSETS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$115,842.57",115842.57
2015,URSA OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$103,690.28",103690.28
2015,VERNON E FAULCONER INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$26,542.47",26542.47
2015,WARD PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$84,069.84",84069.84
2015,WARREN RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,652.86",7652.86
2015,WBI HOLDINGS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,975,597.53",6975597.53
2015,WESPAC ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$98,545.81",98545.81
2015,WESTERN AMERICAN RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$49,643.71",49643.71
2015,WHISTLER ENERGY II LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,084,627.40",3084627.40
2015,WHITE OAK OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$149,032.58",149032.58
2015,WINDSOR ENERGY GROUP LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$95,755.17",95755.17
2015,WOLD ENERGY PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$598,598.30",598598.30
2015,WPX ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$18,492,515.87",18492515.87
2015,YATES PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$19,126,008.55",19126008.55
2016,ABRAXAS PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,644,183.46",1644183.46
2016,AERA ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,965,993.04",10965993.04
2016,ALAMO-PALACE MP 59 LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,295,908.04",1295908.04
2016,ALTA MESA SERVICES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$60,198.30",60198.30
2016,ANADARKO PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$71,347,411.80",71347411.80
2016,APACHE CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$35,938,192.22",35938192.22
2016,ARCADIA OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$108,989.58",108989.58
2016,ARENA ENERGY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$44,013,208.77",44013208.77
2016,ARGENT ENERGY US HOLDINGS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$115,384.26",115384.26
2016,ARM ENERGY MANAGEMENT LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$16,096.06",16096.06
2016,ATLAS RESOURCE PARTNERS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,407,775.45",1407775.45
2016,AUGUSTUS ENERGY PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$237,803.64",237803.64
2016,B C OPERATING INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$241,588.84",241588.84
2016,BALLARD PETROLEUM HOLDINGS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,308,313.90",3308313.90
2016,BASA RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$238,212.85",238212.85
2016,BENNU OIL & GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,546,038.12",5546038.12
2016,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$298,231.51",298231.51
2016,BETA OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$11,599,592.41",11599592.41
2016,BILL BARRETT CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,793,037.74",1793037.74
2016,BLACK BEAR OIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$397,079.87",397079.87
2016,BLACK HILLS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$616,616.52",616616.52
2016,BLACK MOUNTAIN OIL & GAS,ONRR - Royalties,ONRR,Royalties,Oil,1,"$25,710.33",25710.33
2016,BLUE DOLPHIN PRODUCTION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$117,910.29",117910.29
2016,BML INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,222,101.47",1222101.47
2016,BOIS D ARC EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$546,931.16",546931.16
2016,BOPCO LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$22,616,135.82",22616135.82
2016,BRAZOS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$121,398.58",121398.58
2016,BREITBURN ENERGY PARTNERS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,884,153.77",2884153.77
2016,BTA OIL PRODUCERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,492,589.69",4492589.69
2016,BURNETT OIL CO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,960,465.28",6960465.28
2016,CAERUS OIL AND GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$17,780.63",17780.63
2016,CALYPSO EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,438,274.08",1438274.08
2016,CANTERA OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,$434.89,434.89
2016,CARRIZO OIL & GAS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$464,471.39",464471.39
2016,CASILLAS PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$280,689.73",280689.73
2016,CASTEX OFFSHORE INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,803,569.51",3803569.51
2016,CASTLETON COMMODITIES INTERNATIONAL LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$524,348.87",524348.87
2016,CHACO ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$82,584.62",82584.62
2016,CHEMILY MANAGEMENT CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$123,411.76",123411.76
2016,CHESAPEAKE ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,706,793.08",5706793.08
2016,CHEVRON CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$205,606,755.10",205606755.10
2016,CHEYENNE RIVER LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$154,550.77",154550.77
2016,CHIPCORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$25,187.05",25187.05
2016,CLAYTON WILLIAMS ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$234,098.80",234098.80
2016,CML EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$79,408.30",79408.30
2016,COACHMEN ENERGY OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$40,974.82",40974.82
2016,COBRA OIL AND GAS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$885,080.40",885080.40
2016,ENERGY XXI LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$74,430,325.54",74430325.54
2016,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,650,190.75",3650190.75
2016,CONCHO RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$56,800,716.27",56800716.27
2016,CONOCOPHILLIPS,ONRR - Royalties,ONRR,Royalties,Oil,1,"$42,899,839.04",42899839.04
2016,CONTINENTAL RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,347,709.09",8347709.09
2016,COX OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,430,370.56",8430370.56
2016,CRESCENT POINT ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$606,267.30",606267.30
2016,CROSS TIMBERS ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$599,133.28",599133.28
2016,CROWN ENERGY PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,089.00",3089.00
2016,CRUX1 LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,963,007.46",7963007.46
2016,DCOR LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,557,657.46",4557657.46
2016,DEEP GULF ENERGY LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,475,615.10",3475615.10
2016,DEVON ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$68,154,044.29",68154044.29
2016,DJ SIMMONS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$29,226.49",29226.49
2016,DORADO OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$252,846.95",252846.95
2016,DUGAN PRODUCTION CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$221,624.00",221624.00
2016,E&B NATURAL RESOURCES MANAGEMENT CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,449,013.25",1449013.25
2016,EARTHSTONE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$12,842.08",12842.08
2016,ELAND ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$173,736.14",173736.14
2016,ELM RIDGE RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$137,994.09",137994.09
2016,EMERALD OIL INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$827,488.69",827488.69
2016,ENCANA CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,543,497.36",6543497.36
2016,ENCINO OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$86,487.60",86487.60
2016,ENDEAVOR ENERGY RESOURCES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$318,345.88",318345.88
2016,ENDURANCE RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$877,945.55",877945.55
2016,ENDURO OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,297,164.64",1297164.64
2016,ENERGEN RESOURCES CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,016,746.82",2016746.82
2016,ENERGY TRANSFER EQUITY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,211,447.12",1211447.12
2016,ENERGYQUEST II LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$177,118.16",177118.16
2016,ENTERPRISE PRODUCTS PARTNERS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$803,907.55",803907.55
2016,ENVEN ENERGY VENTURES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$22,955,815.07",22955815.07
2016,EOG RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$34,592,172.66",34592172.66
2016,EXXON MOBIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$122,871,045.70",122871045.70
2016,FDL OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$24,081,012.09",24081012.09
2016,FIELDWOOD ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$130,647,124.20",130647124.20
2016,FINLEY RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$568,348.71",568348.71
2016,FORELAND REFINING CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$472,013.12",472013.12
2016,FOUNDATION ENERGY MANAGEMENT,ONRR - Royalties,ONRR,Royalties,Oil,1,"$165,235.72",165235.72
2016,FOURPOINT ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$198,423.38",198423.38
2016,FREEPORT-MCMORAN INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$114,423,990.50",114423990.50
2016,GASCO PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$237,107.76",237107.76
2016,GMT EXPLORATION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$12,385.99",12385.99
2016,GOMEX ENERGY OFFSHORE LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,250,929.89",2250929.89
2016,GREAT WESTERN DRILLING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$20,775.35",20775.35
